"","ID","Energetic","Enthusiastic","Content","Irritable","Restless","Anxious","Angry","Guilty","Worried","Hopeless","Depressed","Fatigue","Positive"
"1",1,0.213246687165606,0.227342349372853,0.159455169946015,0.300423529973437,0.223877494869575,0.258323568774521,0.289202242684961,0.283945853807546,0.185126059894186,0.240642721637878,0.228897263168589,0.147508871103401,0.272172612973735
"2",3,0.19676983869338,0.230352627521685,0.235252926867733,0.22730829942758,0.176952658328673,0.115238493610785,0.269849155523115,0.2102182205997,0.175010018860932,0.242342843079448,0.227177595508301,0.195960774404245,0.219134418304095
"3",4,0.321416925004779,0.207117721494581,0.193779995434353,0.382144998309779,0.269950763040336,0.186878980594005,0.2534550580743,0.230854618337603,0.340296415587448,0.247569413918713,0.281804093002053,0.26793428421324,0.170131244274209
"4",6,0.305833219820241,0.137978068080719,0.169375293595145,0.459693943329552,0.354217644820378,0.283318900960433,0.234966594200876,0.26251403546608,0.327486779854954,0.34735441332133,0.221076159688878,0.266764883054206,0.191398320492712
"5",7,0.11248176014311,0.110735306306179,0.101746136086315,0.1993751032463,0.122637095103592,0.1356377992596,0.0929661076587914,0.0963748448750471,0.159306400281005,0.159426424462311,0.115295703505608,0.198287876687623,0.0875271532342145
"6",8,0.153310420888661,0.282433791737396,0.250259606990213,0.411067473972914,0.223509550526506,0.128739506819631,0.34218051239853,0.374146817357084,0.359612491328575,0.299290196089576,0.403535154070912,0.315540605461268,0.248934166177205
"7",9,0.209457321811512,0.191198914421745,0.165575421073981,0.230105936358347,0.166077848028574,0.179964025980418,0.171760184121028,0.122667544954257,0.101219606422869,0.23375440841875,0.0691876061597125,0.159476126613983,0.203656236421677
"8",10,0.0983865712863675,0.122331302856723,0.177043362827011,0.229288746870957,0.203498101206706,0.193119500999354,0.268044591001287,0.16319355910553,0.288771612431177,0.184955632162755,0.174850586440182,0.188397654526021,0.128287612052648
"9",12,0.137544943170534,0.130798735627564,0.111741894199496,0.170007271458207,0.160941967949544,0.138419535388303,0.113288921463636,0.126081044717186,0.0875913818001262,0.152562980688596,0.20519947965623,0.163328040991943,0.0970329681006767
"10",13,0.292603001667083,0.263217262234959,0.191200287518559,0.264241894751085,0.410524838711006,0.064108882881318,0.259626237991043,0.0921224643567459,0.274885791709584,0.111565557839646,0.202244546293206,0.304807432183608,0.203460081008933
"11",14,0.131280278337391,0.183820231086259,0.131950854309328,0.211475814899234,0.130463397134921,0.183699195773186,0.34460561859889,0.10326445328959,0.131292653549846,0.145535812622447,0.192883000795242,0.232706112229814,0.138330996869387
"12",19,0.207195586228376,0.266296053003794,0.215462608883395,0.169398361635353,0.216113921648157,0.35226541135297,0.130874305747057,0.148691374317112,0.255352284098902,0.250726946485833,0.20951602290866,0.241034459388967,0.249064431987096
"13",21,0.166473152944877,0.154625654001286,0.139529233899832,0.228214159825574,0.200011394880449,0.14239861473254,0.135911667937637,0.15942275268012,0.205174547845863,0.218353425621547,0.235686276149807,0.197591219781221,0.129476780957655
"14",23,0.133328053810774,0.199453476973804,0.190985600181603,0.1411394853971,0.150236130862152,0.069068761534261,0.0567084820590915,0.0342774854413785,0.173863033653216,0.086938508006317,0.205743484730181,0.314487135335678,0.202856506126125
"15",25,0.21216786290275,0.2027175488693,0.190747436685599,0.16230635908672,0.176111085480331,0.239030764693042,0.146482312327149,0.224992450681514,0.125269605057442,0.248703852696215,0.235084025404183,0.247835237590668,0.194780432470688
"16",33,0.205493274349867,0.237945506660956,0.359761752952706,0.181146937496231,0.317123549817169,0.0850174058692902,0.121345624551778,0.177976106520443,0.190276422218596,0.0679726074285436,0.178713198072904,0.257657670534038,0.261623918405403
"17",37,0.291043802896109,0.285586127950007,0.218272052587442,0.189305896760614,0.349060224684097,0.304364172553178,0.220183226420147,0.136562637269209,0.127665287821163,0.205651308939375,0.204734906695451,0.336530426941325,0.2342907764764
"18",40,0.232542597558972,0.184792444881027,0.200144745518607,0.272774601513475,0.324214652335704,0.314050782139478,0.267548082062703,0.312902003881813,0.222933761104481,0.316273689419995,0.206840569140922,0.262005161406371,0.175456263208034
"19",48,0.279094184052476,0.240092702064172,0.178276117382756,0.28397590546344,0.1029611128732,0.0486835444657033,0.280242622908596,0.126109939873792,0.10799102191509,0.0700969586449331,0.121572092596216,0.24384403656296,0.21622584883746
"20",68,0.140355021840016,0.0845711178868317,0.117554929054894,0.0725566143067292,0.126595322086637,0.0952016078353641,0.0814143497532593,0.0355293392428786,0.155144843847336,0.119240840480462,0.118031391873814,0.165367740763782,0.0915849600546441
"21",72,0.0967930022102389,0.111912352944154,0.104565983054587,0.207221208013719,0.172047138192577,0.186030011728238,0.18147673722639,0.100182904272357,0.228357278979096,0.128866387579921,0.0836922321807807,0.132911001358863,0.128734845175137
"22",74,0.153102102266907,0.134828366604513,0.118498939544572,0.0875381264757308,0.0899414591710716,0.11359343494564,0.119848620838634,0.0780176101307831,0.16252136648678,0.0895660410194766,0.139346946860403,0.242606041276317,0.163054408507541
"23",75,0.204610397052776,0.208995819540394,0.218037691131148,0.236868296298804,0.206086721533799,0.194566675006219,0.195656635052509,0.24246811461202,0.182178978237944,0.215493185792327,0.204734376571206,0.139134214184315,0.118020884859289
"24",100,0.155502984183442,0.159547616725321,0.280758156289901,0.169432677051985,0.165702118052145,0.171295353134529,0.170851343439455,0.153155165940896,0.128709141768851,0.157123378938978,0.17458830883078,0.179329553232266,0.148619880884031
"25",111,0.107371364572413,0.0952627959416636,0.178110099502307,0.199825734958405,0.223156906379014,0.271709915201951,0.280607843047836,0.32286946370421,0.180413119130578,0.413248116884902,0.284559382781608,0.145776130274272,0.109583966618624
"26",113,0.142701103058566,0.15038057140859,0.10527155536992,0.188634102753584,0.132894686309342,0.176545227780177,0.108501195103921,0.133313661644957,0.147367862794986,0.0966244615598572,0.111702671227349,0.121269880057325,0.111197759562003
"27",115,0.0829748316352953,0.0849371271654389,0.129247702896506,0.0804577884210721,0.0906448078403343,0.131941297245792,0.134870422052391,0.192167347511463,0.0492043117139195,0.0962695049041164,0.0400400187293528,0.0723924781708895,0.179132626236343
"28",117,0.116983071699222,0.0884540526807273,0.123149233046282,0.17251205416241,0.10730755354803,0.0921483532818441,0.290556045919396,0.145054174952583,0.107846242192743,0.127567217310499,0.114515012144494,0.182823662057132,0.0726460634131294
"29",127,0.331374547065477,0.30784164762404,0.291431619121274,0.202384394014012,0.276065687091982,0.185896505979944,0.153037736562304,0.250179557404488,0.274311749388589,0.294634598054647,0.266481922681687,0.314708559023907,0.390680953811605
"30",137,0.0867183124150386,0.141325754653889,0.0693581161002225,0.0868732546867128,0.0565841240944604,0.0783112446224781,0.220155874169541,0.130537834490421,0.0703175015920114,0.56589507058728,0.0731250897035636,0.031034567642744,0.116109641283067
"31",139,0.28103416679593,0.271469350621701,0.205770668431632,0.273086312785001,0.228855193189726,0.206326308223447,0.226415508234396,0.115693201493025,0.288212695373045,0.249606711974951,0.289813740375951,0.287705037830875,0.179384426979307
"32",145,0.143862116614501,0.122696371414178,0.107007092699199,0.18517920231274,0.120765720598555,0.0959743351001707,0.0722389644811049,0.138463568845445,0.180730970872336,0.0935691223837138,0.215068552701802,0.176514937601454,0.186386979301137
"33",160,0.136846960338294,0.159168266893952,0.162498857224923,0.18179376516234,0.115731741976031,0.156901308566041,0.20397776964218,0.153376615555594,0.140044069907374,0.189347496728101,0.171609758664323,0.168295484406301,0.180771763322018
"34",163,0.225392843775918,0.152722285754666,0.0917432114334444,0.185682195418235,0.23167455024809,0.121937863470638,0.194294058818173,0.161114292915654,0.0884575685582663,0.213839644666634,0.183066544644929,0.122289924416701,0.111617901782441
"35",169,0.256401436057202,0.20796569004132,0.25163000238018,0.163129997270702,0.187821441672766,0.17380351671986,0.256560511436612,0.18950213813861,0.0974829913896307,0.186110529126539,0.23837697956602,0.21848603238262,0.151463815011734
"36",202,0.259067991344569,0.181048540220897,0.246150065869183,0.163040221262347,0.262444970820733,0.314240258761983,0.21618889821419,0.298522293933056,0.229308956940832,0.260440887976355,0.196712717997211,0.246888025006437,0.23616662102715
"37",203,0.205805091689744,0.165579623416331,0.131435325600259,0.139121713928047,0.298073055369915,0.119972416605294,0.123626275911819,0.124705182343394,0.178671544936586,0.199269924054175,0.21688778632425,0.209567216454169,0.131790987391276
"38",204,0.431330604764573,0.457294932954885,0.368992077639675,0.233631379178109,0.354381343373292,0.140807257872228,0.113096579433884,0.431618586210239,0.0650856061967871,0.247084408091215,0.394558930281774,0.346382932736449,0.496923356248601
"39",215,0.272099395955614,0.302812856928188,0.281271483586378,0.247825761097789,0.24239430656014,0.079503838028163,0.213846073139733,0.199178202393169,0.196690191548327,0.329986776853395,0.301208420077499,0.179391321445328,0.277298964618455
"40",217,0.0941462143288466,0.136637650857213,0.095360758045759,0.158305753911433,0.134859983313624,0.121746143064322,0.131482881397306,0.150165247510495,0.109345546834473,0.134781199982152,0.145983611140378,0.134550251897687,0.0996216227140915
