"","ID","Anxiety","Sad","Vigor","Contentment"
"1",201,0.164554957946677,0.116975863843493,0.305174635276574,0.303079046454596
"2",202,0.0823628768905624,0.0383270819642695,0.128799162407067,0.0916656366439916
"3",203,0.140094692235844,0.196982228693753,0.206494607340915,0.185313419194217
"4",204,0.111194547774646,0.150933055066246,0.159491711618622,0.103537641707882
"5",205,0.28323130675592,0.287361874457947,0.161324468623407,0.197075350140679
"6",206,0.0634357274721393,0.0274931888524741,0.0885242775641574,0.0874883356556851
"7",207,0.0204853285068888,0.0500841198838779,0.243590130649095,0.211074915903837
"8",208,0.0909585061697749,0.0742285123794025,0.0983675635014471,0.12462942587166
"9",209,0.0337219333394963,0.00617198202091269,0.0052043555036316,0.107242166058942
"10",210,0.0991281838801328,0.0799106719447454,0.0848077586952636,0.117326506865982
"11",211,0.0771799547705601,0.03168168619833,0.176749506495841,0.165770290793116
"12",212,0.034567722370134,0.0090879406032941,0.148111108744911,0.140135822400748
"13",213,0.0980294458817953,0.1265176020377,0.196344604003905,0.17424863681959
"14",214,0.0375888784929514,0,0.0950842434977858,0.039533686881053
"15",215,0.0617755847438443,0,0.117832639791117,0.0898231670637831
"16",217,0.144144930563422,0.090322767496432,0.199718814144999,0.196027065434631
"17",218,0.13842115839789,0.10629842974187,0.23996884122612,0.228371255427007
"18",219,0.0530185479008949,0.0883883476483184,0.213583756303457,0.111654374711157
"19",220,0.0862236077370519,0.0282298390664198,0.135360727231788,0.115285410316064
"20",221,0.0897323509829652,0.06144236602744,0.0316906784605267,0.112000428668686
"21",222,0.23848870674247,0.171016619326868,0.0700360339054702,0.142046812980054
"22",223,0.0636898906244712,0.011895747916977,0.0854067125169884,0.191111598244237
"23",224,0.134380417687997,0.106822309957004,0.222854787588116,0.22901912296173
"24",225,0.0129524189317473,0.00863852646832763,0.246435836667549,0.180305633644783
"25",226,0.251500003199895,0.129531423646485,0.187080193320842,0.178202558240893
"26",227,0.0855261838069689,0.109249228127752,0.13922003035441,0.121996412087374
"27",228,0.129413759693302,0.161187472881223,0.284453004355391,0.150628702602291
"28",229,0,0.0442024605785271,0.189265550919975,0.339682635377591
"29",230,0.0768169712968704,0.0967648516779554,0.191191353503754,0.167642447547882
"30",231,0.0541730084425546,0.0867186476748978,0.116567475965489,0.0946674031250093
"31",232,0.203350182614409,0.141798684798304,0.11417201888835,0.223474801225034
"32",233,0.157880185052243,0.134586284672979,0.106771011375573,0.329679778790665
"33",234,0.0641263077663526,0.0967407948218766,0.301791316044501,0.235884970090239
"34",235,0.030137248381352,0.100550274711005,0.126691857531723,0.145234550217299
"35",236,0.0063137758304609,0.0911554493524122,0.210109892538888,0.233509467815967
"36",237,0.156599365193191,0.064464621895729,0.43549687753608,0.296686867903692
"37",238,0.0120701449633939,0.069800512609462,0.208557883723619,0.0941697439507569
"38",239,0.0691017760321196,0.043394615971435,0.0919119375835878,0.0310848554638488
"39",240,0.188902110555549,0.12297426377592,0.0907054257296032,0.116031519061656
"40",241,0.121077859644018,0.0209318691557514,0.14503750763682,0.0853494840227177
"41",242,0.036807772509222,0.0160977699258351,0.106705186260434,0.18681766565391
"42",243,0.0620123791236906,0.0821652340421647,0.197849796998922,0.15539185934651
"43",244,0.126940333874976,0.0858601060941511,0.197786138336748,0.150484082981052
"44",245,0.215741981859803,0.213214996098384,0.155612906241223,0.145493056121973
"45",246,0.231976299234448,0.219395216350873,0.128788586460231,0.109310474554874
"46",247,0.0917838596980583,0.0874429625551747,0.0451479296442436,0.0955064601173156
"47",248,0.165413857177249,0.0603404826865599,0.340670422605747,0.189722618675561
"48",249,0.130734788361807,0.0716496777496042,0.142521616269337,0.179061357380929
"49",250,0.0321136782000394,0.0702980981118738,0.102732953641639,0.059495091579042
"50",251,0.297849630332487,0.289541706282984,0.204628521064191,0.202191389263059
"51",252,0.070483258404966,0.0861471040076678,0.119625419422608,0.19005706613511
"52",253,0.0427817509570931,0.0783320227319556,0.173720298783799,0.0658331463746984
"53",256,0.0355301860208305,0.0147608534235767,0.0743419286482369,0.212032255294397
"54",257,0.106304249802915,0.0530485504943709,0.304034422255875,0.145471980749479
"55",258,0.0748311315653328,0.106578265612054,0.191711255512876,0.159410176662062
"56",259,0.0173075477814335,0.0182724075810507,0.143905625632716,0.151559842963427
"57",261,0.23858068447815,0.31482316035186,0.267436811713984,0.299245954920026
"58",262,0.0733884404009814,0.0393397552163236,0.152164964215668,0.185408417585975
"59",263,0.0654828561113018,0.049425079567486,0.201610317977095,0.120679650515505
"60",264,0.0419543692432407,0.0571617312281972,0.0614686736953385,0.0863719200955891
"61",265,0.0873030070281058,0.037825289727552,0.177763311019069,0.111106917076159
"62",266,0,0.00828943862814769,0.281451517298063,0.0888345257151185
"63",267,0.0629330575778624,0.0543815808961191,0.21354226872102,0.124889926441992
"64",268,0.0778688916912165,0.0444333835072263,0.103926167597991,0.111851765521045
"65",269,0.0858202301781674,0.0940077338254959,0.205699050600951,0.199651894516783
"66",270,0.0267347654390605,0.0127189464709641,0.122739073880355,0.1154293660218
"67",271,0.118941660559275,0.0834953186749024,0.136268700306998,0.0959814212160559
"68",272,0.180345413643138,0.108970647097912,0.0915040774296784,0.145306045964275
"69",273,0.146713257899243,0.162248263218376,0.339782703788528,0.202982047419865
"70",274,0.205494807741674,0.26206301302089,0.170519177240826,0.192960564409575
"71",275,0.0939801315364294,0.133544592405372,0.204905808790761,0.168887440749323
"72",276,0.161015016965023,0.100981198475017,0.177398435792183,0.113740269807208
"73",277,0.0931694990811251,0.153789377850689,0.148120685836373,0.265689150711952
"74",278,0.0657154793122918,0,0.0988259741914407,0.0831822220677681
"75",281,0.229912808213686,0.143057506746886,0.247611076073986,0.246502224507635
"76",282,0.112155713306881,0.0190543830976634,0.214951673889824,0.364882634377053
"77",283,0.0692443907958955,0.090448508099456,0.100542790469294,0.053953425197828
"78",284,0.0500014746957268,0.0360832373544097,0.131724607924768,0.0960761035513093
"79",285,0.117005319460865,0.108412923620383,0.144663765146458,0.270627241793545
"80",286,0.258325188148109,0.0835341025508201,0.245684770097428,0.246358525575977
"81",402,0.120363069954323,0.100310429237878,0.132302348345434,0.176524854290564
"82",404,0.249236211349924,0.211619226482701,0.27518449733468,0.23881384524609
"83",406,0.121055385947363,0.0737312731448879,0.182641815678588,0.098304424791248
"84",408,0.0603813061621903,0.118058335769086,0.296869426076172,0.255707998565896
"85",410,0.176109003181997,0.267111764057681,0.213556675968482,0.221636954776785
"86",412,0.141318443321078,0.0540644352748702,0.142299089078493,0.0640530583379831
"87",414,0.120577131058605,0.0956356577428183,0.127366397369719,0.256679625539294
"88",416,0.100708417014007,0.140663938049234,0.268675711506499,0.148442556318287
"89",418,0.0299512586301227,0.0213086640813994,0.188493028691862,0.286224849711888
"90",420,0.283743302622982,0.172569223448482,0.138129395276973,0.187959133112732
"91",422,0.138165478452559,0.0452246106755946,0.0982572331083026,0.0963316553920071
"92",424,0.0842731192561408,0.138340082784575,0.330906839686199,0.228485688050804
"93",426,0.126581436578338,0.0450194144098568,0.0319989004630498,0.0739487204929689
"94",428,0.360632860013278,0.204063827077327,0.222045478536332,0.208410367240435
"95",430,0.213696284044891,0.156108405463239,0.13373297383882,0.344126535534931
"96",434,0.0557789778595237,0.0429906292676061,0.343963580681243,0.15290876705773
"97",436,0.172009916746015,0.0584360349927767,0.207474981718358,0.192628060584064
"98",438,0.0117738734024329,0.0294627825199767,0.124653345942394,0.164510651906495
"99",440,0.0627028808258247,0.0187810193444168,0.170920533021932,0.121158324814086
"100",442,0.0996117380117039,0.0815259158882306,0.214051783814525,0.199476623022126
"101",444,0.14941356503319,0.160106229365049,0.184718453679891,0.224833097144851
"102",446,0.118050855976545,0.12717436118543,0.214831721470852,0.134437378361015
"103",448,0.0648688003982062,0.0697547000777633,0.267473854258043,0.323855479173691
"104",450,0.124661786229357,0.0654262379338968,0.151244597389131,0.120197888482431
"105",452,0.30578116995599,0.138032101394011,0.247931690630197,0.331013221410924
"106",454,0.114096274098713,0.0304796907049065,0.242124838538953,0.206989303677249
"107",456,0.140479555310725,0.095675393875458,0.192925139014949,0.302192628910961
"108",458,0.0163510397287983,0.107155673194243,0.274050081151205,0.237613341389993
"109",460,0.0294627825199767,0.0438027215303533,0.0962200132894487,0.105990212442475
"110",462,0.13978703463901,0.150873867138067,0.123442127102745,0.218705998460508
"111",464,0.0916592152386536,0.0995704975522768,0.178775112732741,0.276400450841044
"112",466,0.0565444793343265,0.104306462578781,0.181677778537706,0.259571861959175
"113",468,0.0671624868313478,0.17089158091121,0.253526116463845,0.110804711631202
"114",470,0.0703015399042538,0.108616167924344,0.103160418230992,0.127028502368309
"115",472,0.1327572021377,0.128658643713326,0.186570495850742,0.153353336089973
"116",474,0.237334638237808,0.190712814719102,0.335551163391167,0.201808452099699
"117",476,0.0649121741485178,0.0836394365620384,0.176349527603231,0.129303847042819
"118",478,0.036045552739839,0.0560744446975939,0.079759756841564,0.122599827627076
"119",480,0.120626883326988,0.0767905100347235,0.161277499378878,0.0986937912076174
"120",482,0.102568798742379,0.00472451925998045,0.0880474213015242,0.176690006321774
"121",484,0.0704272060602107,0.0457321485884928,0.329462325439298,0.352755495278282
"122",486,0.24385373851483,0.239471191133623,0.215010089331404,0.34034050397181
"123",488,0.10944497692616,0.114070958581932,0.273089855381914,0.210940495930349
"124",490,0.206396544054592,0.106916247691222,0.338709153700378,0.237429905034799
"125",492,0.141910786729127,0.0851887198987747,0.23409786618244,0.261074105896221
"126",494,0.0915033215907919,0.0976875342298144,0.179143253913143,0.058403937622708
"127",496,0.0698370729120764,0.0319238103749097,0.200912272159439,0.134958348999702
"128",498,0.212115955951804,0.123886270330068,0.166190910834247,0.177502656541651
"129",500,0.132258592373738,0.0761255436310665,0.210778799336158,0.0845399979688848
"130",502,0.136086453812775,0.154302469205778,0.229384593025624,0.208872765707003
"131",504,0.169738808591145,0.119197538022573,0.207491167654102,0.126961154176489
"132",506,0.080218515740994,0.0334172419810009,0.212605828632804,0.112010309140951
