"","ID","Nervous","Downhearted","Distressed","Happy","Relaxed","Content"
"1",1,0.237839918938319,0.0651283082246143,0.0579838601785067,0.180451418211414,0.244991872959774,0.189217355224208
"2",2,0.301426375750308,0.36919378813838,0.361783135402978,0.239941913210457,1.15881001803718,0.329029777216914
"3",3,0.223173686336495,0.203031262521958,0.174808414225304,0.115997632863659,0.134673300940039,0.196189855394422
"4",4,0.102006785105672,0.00801505328103883,0.00400752664051942,0.0719742528974253,0.0854987143394083,0.0942277716256847
"5",5,0.0169282737203583,0.0530893275252938,0.0484316587445913,0.0907307189977431,0.185542375792286,0.10224682566376
"6",6,0.109121929386827,0.143998451952675,0.176341964425622,0.176819263775598,0.126709139980198,0.152665686759167
"7",7,0.229322376246691,0.198796696718078,0.155051151918865,0.212166709836126,0.155945139709607,0.225899832755349
"8",8,0.179781932215558,0.232596771516322,0.213743406685103,0.112218873914915,0.153024097205623,0.201173064310017
"9",9,0.351650374247627,0.274730948412276,0.337558602349402,0.3241043354691,0.227399320540675,0.266421979413207
"10",10,0.060582122135679,0.202183685138178,0.159493813357279,0.224197330490763,0.236647875934981,0.195784105140002
"11",11,0.274601261376659,0.251650918672852,0.140276434183876,0.172539782350815,0.192713978372235,0.122054238203117
"12",12,0.332746493060597,0.31051737754784,0.316616437355256,0.292448360278847,0.251931019466124,0.16668153751869
"13",13,0.295759796676323,0.391665972490552,0.410023463616665,0.344806674021022,0.38286932243451,0.297043784520973
"14",14,0.312468555131389,0.299371549848216,0.323075005754038,0.117501673732199,0.190980059206953,0.180183429017992
"15",15,0.396775746077347,0.382532623911831,0.500840414730071,0.39214429020343,0.333435505380565,0.246636727763831
"16",16,0.189802240007772,0.17236895353497,0.155939395769892,0.164819535481656,0.135738226264037,0.127534568892739
"17",17,0.119274292143836,0.0914131874367108,0.237383785349903,0.206863698340565,0.274965825238647,0.229636594586539
"18",18,0.203032247519208,0.127258735314107,0.115887486702028,0.129188785950733,0.169324075532771,0.123789341168229
"19",19,0.196375580072208,0.170913333205471,0.132606225736702,0.0972377180937672,0.169900160938969,0.319896756967916
"20",20,0.175334847097333,0.127692546934186,0.136084336740205,0.112157482612036,0.190679349711882,0.12478133698906
"21",21,0.234862545510336,0.214486565926654,0.300261814414279,0.174936592903887,0.211164329509521,0.171162218170892
"22",22,0.12808791282889,0.171849890548564,0.192361129729483,0.141455540045924,0.213843727988896,0.231610087913014
"23",23,0.0267022397896509,0.342592584393329,0.101649835874075,0.437062992542425,0.306296480677612,0.294147031842401
