"","ID","Relaxed","Irritable","Worry","Nervous","Future","Anhedonia","Tired","Hungry","Alone","Angry"
"1",2,0.0328449199959863,0.182839550626873,0.0912784931700242,0.0912784931700242,0,0.0370965108158313,0.11863170776185,0.136680384584199,0,0.0780319552157398
"2",3,0,0.0558400149302851,0.0315141653032577,0.0156463999461644,4.05932985613015e-17,2.02966492806508e-17,0.275110465049981,0.109524799623151,0,0.0156463999461644
"3",4,0.158286794023459,0.253448024623099,0.187747881950594,0.141944931079185,0.120170465389714,0.135474704286427,0.303215324153985,0.114625461645249,0.226812057595472,0.211526435957371
"4",5,0.333333333333333,0.135527747207758,0.50823908073689,0.453924219853205,0.732794106679944,0.343592135468138,0.91308641581854,0.438618935623551,0.0833333333333333,0.0512285246464648
"5",6,0.0649429534296589,0.164207947340836,0.0481232025760171,0.108321095101801,1.6043859509838e-17,0.0959859110140444,0.134604552795351,0.102630302089073,0.123355220057011,0.157058044069923
"6",7,0.291003078985706,0.416414528767613,0.241450151410437,0.321220444300604,0.223172317752616,0.498936611469783,0.197347298224775,0.191115906959673,0.464874297730484,0.451684963397351
"7",8,0.18404069956253,0.204174611408532,0.29399826269089,0.230250772150475,0.222534684739783,0.172484353565198,0.137446771876491,0.245826385732812,0.1814539891332,0.334875565519082
"8",9,0.129003697720512,0.17592960740044,0.288271841065671,0.0981081664570803,0.0138905717586387,1.21179786932913e-17,0.256225343978593,0.192393153457515,0,0.104760051298699
"9",10,0.147114530128608,0.166026982630485,0.167458769938885,0.115208368264396,0.0541841599300534,0.0541841599300534,0.381363475797415,0.220346043476415,0.100328412433627,0.157239834050037
"10",11,0.206747085863478,0.130302860797498,0.304087415412657,0.225493596948369,0.361329867609913,0.145624620897996,0.212368021240186,0.191319701540754,0.223536304949558,0.11359206742
"11",12,0.265605701594353,0.123681838917311,0.113051683449287,0.177602612909037,0,0.0833333333333333,0.269799876926668,0.235139604941722,0.00998813869065773,0.0804739495639841
"12",14,0.521731466126431,0.628788841105215,0.545987927132923,0.480001491552386,0.463588242207442,0.380980543544025,0.20601547678914,0.135037479969519,0.249511368833124,0.810641233276754
"13",15,0.0423863550381779,0.0482660868661673,0.0794945043291672,0.0485206530041103,0.0276660149845212,0.0138330074922606,0.140517702562572,0.199075423610558,0.0138330074922606,0.0395431797769011
"14",16,0.101196581015985,0.197444697991361,0.0990176156966968,0.0962106124219397,0.108716525388196,0.117851130197758,0.252911775031002,0.0982083900231643,0.117851130197758,0.143467908000781
"15",17,0.168207900879878,0.271512051618206,0.212922348009985,0.150837192242547,0.143050353117116,0.18928299140417,0.0795220476534094,0.224710823750611,0.0544731671111199,0.182167848110702
"16",18,0.316011749950357,0.3584368743761,0.18750842625015,0.177616557266546,0.152388961213906,0.171380014409545,0.385397331867555,0.286280676303622,0.266735172270491,0.311584218702208
"17",20,0.108627478667311,0.066007307793929,0.0220024359313097,0.0993989088882916,0,0,0.107682711615812,0.151402267560008,0,0.066007307793929
"18",21,0.10707306220706,0.0444612604904576,0.0850260430900959,0.0815078049534675,0,0,0.132954597214808,0.192012724712568,0.409950574044538,0.0741571100658399
"19",22,0.151476503942318,0.0979112069984064,0.264169402023308,0.27889698070505,0.338432433554915,0.176966223770037,0.404284336325679,0.464322736049129,0.440145571797574,0.346194680389498
