"","ID","Energetic","Enthusiastic","Content","Irritable","Restless","Anxious","Angry","Guilty","Worried","Hopeless","Depressed","Fatigue","Positive"
"1",1,0.197712970457982,0.196818534781696,0.176983215871658,0.26783507912387,0.201290912650804,0.228003783016364,0.265919959567284,0.22198990747193,0.131324083871642,0.214970140950719,0.168759888324744,0.179376689180407,0.192707693107028
"2",3,0.139493525621167,0.221219129218348,0.188289062727198,0.185929641921976,0.186393193322801,0.106119534691497,0.235129711647336,0.131013568135855,0.128686618614972,0.198306409259576,0.169549888768759,0.165529443769175,0.187934530065471
"3",4,0.265880703608844,0.160828157902967,0.137306869601876,0.301388889332833,0.272681388313052,0.140729115951645,0.306716283917226,0.222410862109827,0.299880145412961,0.209742746947347,0.247630079344474,0.247520897201875,0.165526819522912
"4",6,0.289348515005432,0.13524989659913,0.174262392246495,0.446858807673193,0.327632062662371,0.267845530846612,0.230259720516367,0.268065149217744,0.289787817169199,0.353172786878813,0.23555330695569,0.258129176033208,0.183759226206665
"5",7,0.114161268556763,0.111705560026239,0.0994702530001702,0.196060005037834,0.121513058019907,0.13427294972279,0.0925733269488797,0.0984298176548175,0.157157211426685,0.154775584475184,0.117100663890922,0.196562076408165,0.0864839434609444
"6",8,0.102439193613127,0.231598820455722,0.270118255379275,0.306439358495705,0.144199956401412,0.0404710526457982,0.269084587839479,0.320232358797244,0.261985372640711,0.136341237730962,0.295745018918717,0.208885712870506,0.228286128264056
"7",9,0.163769121249319,0.161213185551854,0.138890908991729,0.190661791585157,0.13449838439476,0.128192244013683,0.136751443263446,0.103803487831262,0.108404785185074,0.198034046239407,0.0810391563976757,0.166216335063849,0.167984664104586
"8",10,0.0973673872626674,0.0633856963805107,0.171017642369751,0.217932044495804,0.206132393119038,0.154562134554597,0.252927313593006,0.152524395699234,0.157185719815276,0.14559282777233,0.128764596274975,0.132206363072123,0.0796969558974656
"9",12,0.137711025295269,0.130729084733298,0.1111176525605,0.167896790189727,0.161853442980121,0.134963334321537,0.110112542199305,0.120535190644917,0.100690990104006,0.150117907315011,0.201038642338658,0.160434420281703,0.0961723472347931
"10",13,0.33707851906763,0.273383285409964,0.248786903756216,0.201747084968286,0.366311832487132,0.0693034284531285,0.260356996046062,0.0898756675803272,0.241434207348131,0.198775788687852,0.172199427909581,0.336542407753791,0.278141336874674
"11",14,0.113647863850117,0.145424450288116,0.109915605625842,0.158779068158262,0.113435959707476,0.223841558546008,0.256600659028897,0.133501364942628,0.141405971135942,0.146337299146633,0.177595919832831,0.238688630832347,0.116619057568291
"12",19,0.207348850261251,0.246645514674276,0.214507506669696,0.160116072730556,0.2150423888808,0.298159807198668,0.108248081480657,0.224662277428534,0.238009016638681,0.23328904873954,0.230534864176581,0.249991487670967,0.236714109719094
"13",21,0.143032630265812,0.125200541102797,0.10842164743083,0.191838675395676,0.184087440223619,0.152718557583218,0.124426425090334,0.135511477857226,0.174221202732917,0.16521727731088,0.211329111597101,0.201502682627529,0.119877881240619
"14",23,0.157179613487739,0.191210875325911,0.168929467940556,0.121982723385266,0.143424127945297,0.0544570956497491,0.0437839637200554,0.0385927623557847,0.156183232769337,0.168145653694143,0.183214120434094,0.31359139723118,0.153947360070036
"15",25,0.2049578985455,0.189203164391784,0.174885260553061,0.145246332938551,0.141117726150063,0.250392557330486,0.120426193205562,0.164329732013156,0.105836048756658,0.170612890736176,0.183923970200863,0.21214586745016,0.181062675806692
"16",33,0.211403169250386,0.207885553839103,0.328462718999663,0.16645380945403,0.266714843928739,0.0886094347352107,0.096974317925948,0.14840141527533,0.177829886937955,0.0642165607934859,0.212111034932566,0.259631324431648,0.236252985268466
"17",37,0.2185625698342,0.216794334328131,0.211350323312593,0.167446228408142,0.269511801667075,0.231338469110775,0.192460627104051,0.153286471294866,0.128447914443915,0.226205367713035,0.15962710743487,0.270908433488425,0.174668617677053
"18",40,0.254831379026589,0.189661172541252,0.199431514177656,0.262525068677009,0.265493794141928,0.310558458134463,0.253190226251536,0.348760584073316,0.224320986776817,0.317413235688375,0.210401272019317,0.23732569207139,0.163526419438297
"19",48,0.200474759940553,0.157475328588424,0.117297120915069,0.20607298852713,0.100578857808047,0.043016899340078,0.198580472104785,0.0888462395248754,0.0825943499979687,0.0627508748652005,0.0965284394283153,0.195474127172846,0.143442614289225
"20",68,0.140355021840016,0.0845711178868317,0.117554929054894,0.0725566143067292,0.126595322086637,0.0952016078353641,0.0814143497532593,0.0355293392428786,0.155144843847336,0.119240840480462,0.118031391873814,0.165367740763782,0.0915849600546441
"21",72,0.0951839819843908,0.09625086309534,0.0986031071227196,0.170075779464819,0.139834537497006,0.173513264992837,0.151729256008197,0.0968053328810158,0.198745541127944,0.120920341329909,0.063044540571484,0.121290579524935,0.116359528547254
"22",74,0.152472378956114,0.133860256916369,0.117944450937901,0.0882931019648093,0.0869154508625542,0.116959737156049,0.120815534193135,0.0791896087755904,0.161327512935072,0.0994632253614411,0.152716505674601,0.244250138094175,0.167455691874032
"23",75,0.178236335720833,0.149429324976634,0.163939767562445,0.211870758123049,0.188526650697743,0.173833756271799,0.200043671606426,0.202771053847312,0.143956568803375,0.191843532069941,0.210528311845485,0.15653165267906,0.136417630361592
"24",100,0.140984910842983,0.140513630334264,0.208136537041111,0.166919058457641,0.181428840428869,0.157532490150449,0.149069262563273,0.144989724520938,0.135571353797253,0.144851561401372,0.17991170342316,0.195705206093253,0.145939092712296
"25",111,0.0824015676634679,0.0924868564890556,0.169630364356989,0.183840324362657,0.165327584057439,0.267539825146507,0.21233052070532,0.305456874910114,0.162331476429968,0.307846708116706,0.206730674256287,0.118395240822194,0.098190131036423
"26",113,0.118033159804905,0.122985509551197,0.0897457495646052,0.158498232734982,0.0998169278062855,0.117154129436764,0.0900949278270965,0.117994306820211,0.115626934000515,0.0855724497344988,0.09830340412231,0.105546202162909,0.0854022510481075
"27",115,0.072537978993763,0.0780460806348909,0.116555311206589,0.0743402420739079,0.0864354927464922,0.109793027743353,0.125546668302921,0.182288006204242,0.0532506962278665,0.153407758644262,0.0413315694448046,0.069760780209431,0.169756607775109
"28",117,0.110017311951985,0.0858250934421924,0.105483805220392,0.147475077838781,0.0807456322507508,0.0842625385517339,0.195433219632766,0.1301854594613,0.116425073633853,0.0870813257161748,0.1030585584048,0.200214660038307,0.0816347531136302
"29",127,0.234473220441807,0.17842217822157,0.173635254748163,0.140103512514145,0.241084282163573,0.127586179037272,0.0663062696981565,0.162153358933178,0.20140582918376,0.202747831820724,0.179883071747049,0.235644081391211,0.192504386269491
"30",137,0.110049043516985,0.123497183447,0.0572613692723815,0.0967471987390348,0.0718638381785381,0.0861169226708203,0.159577269629678,0.111741038182359,0.0504281335149858,0.26368147014509,0.0737181737591909,0.11876985709264,0.128462669410001
"31",139,0.284543090555055,0.312118378748149,0.198571306298417,0.240580335685451,0.229402010386845,0.212937866629831,0.224447655820327,0.0615430647236218,0.275494138022987,0.270306525777763,0.280321031129784,0.281794111638512,0.177605882404661
"32",145,0.139056153407752,0.120831553780163,0.116409091096248,0.179976784207464,0.110463900003693,0.0973998870743521,0.0676802704922258,0.114634449738706,0.18281982046724,0.0800948826720747,0.216014048652989,0.184532175589737,0.186316360411878
"33",160,0.132667676907777,0.147572159082036,0.153178188455102,0.169795747203501,0.112058435458887,0.14155237427783,0.191192530314844,0.135122127396264,0.135191646612013,0.174172476543625,0.155559191310982,0.170832643889801,0.165499615178749
"34",163,0.182501459511924,0.119070653771114,0.0738913653362531,0.179432919421491,0.202966118799918,0.102010620378274,0.191208580318219,0.149678042948181,0.0855596432722684,0.225323768105642,0.181495560182492,0.121584965410256,0.0968632096196158
"35",169,0.185747392400516,0.186243792302177,0.186256862822114,0.124439518585583,0.163297909629641,0.12127382859851,0.217770024732658,0.148020118908181,0.0975767807501403,0.134161857698048,0.209962785010069,0.15521659596071,0.108506933124312
"36",202,0.186570196496523,0.178508633170485,0.167605226999684,0.130777126465924,0.167286163920375,0.188917860146874,0.163700373044899,0.231825414330408,0.174246089400033,0.135788644011656,0.164273796079909,0.175810940985558,0.153880708992198
"37",203,0.170636682421638,0.125011821207868,0.0676412190018027,0.0846454807843025,0.260111662825406,0.102835062863647,0.101496716210331,0.098729132801318,0.132052504397896,0.105811706070215,0.195464449581563,0.192533215017606,0.10702449146041
"38",204,0.368065533323047,0.395472319237958,0.319013839486273,0.193049819969781,0.280563855194307,0.112560713491867,0.0984452758916568,0.345726192049073,0.0585594351417398,0.215362846619232,0.337701640508173,0.310481019186443,0.408095286427787
"39",215,0.224630674501759,0.27119254769275,0.231107521571602,0.198259979771725,0.254900654657191,0.0913138374858323,0.194009432960092,0.146654548096858,0.176067716591304,0.291113714912492,0.244469428467918,0.151191619519704,0.228048329649745
"40",217,0.092173384717062,0.116845841766998,0.0866527441904751,0.141937064971537,0.117097243996566,0.104378778732611,0.109304430806586,0.133969309663797,0.101125828000666,0.157383317796162,0.133445034277998,0.115655455758194,0.0940716374811217
