"","ID","Energetic","Cheerful","Relaxed","Satisfied","Nervous","Irritated","Bored","Down"
"1",54016,0.0564169560238651,0.0505064973272432,0.0490640100513867,0.0368590030283623,0.00104317992412376,0.00808602451541328,0.0160438511153562,0.00487840238896641
"2",54049,0.262252208382407,0.405113057688064,0.186541958419975,0.172504611413241,0.261856243249456,0.199466006558767,0.413122139592385,0.290749905853938
"3",54050,0.0872308671473866,0.100109666120973,0.356320925679758,0.444282332464951,0.159333809580579,0.18151573961759,0.0307905447835405,0.422094421931698
"4",54064,0.422172142901138,0.183710829404326,0.180569220601442,0.127510616026555,0.0375815290087133,0.0876779256623993,0.060585808481012,0.0541724139493926
"5",54067,0.216002611925798,0.411194369831067,0.296526607805981,0.553266111341091,0.542278603530026,0.0392222253691002,0.539085464997899,0.730128770369663
"6",54070,0.161247171348173,0.15177311334114,0.215275286374926,0.256183787537528,0.070364125871085,0.103312693189422,0.0554196110364521,0.146352794503107
"7",54071,0.202877401754898,0.160325756440654,0.17378327843945,0.404254869987674,0.117752688942775,0.282259262322399,0.389698162595145,0.361516152723727
"8",54075,0.100541579794716,0.0139223087691323,0.0309557991053613,0.0569551489240177,0.0435097219751725,0.0801787257138497,0.185192931993334,0.147395330589365
"9",54090,0.408982195640311,0.245208121538021,0.457211822211598,0.0375574370529458,0.307907659070295,0.268226956155904,0.115811177219989,0.256400783530155
"10",54091,0.0178977670515141,0.00193188873132779,0.0440114874564812,0.0419541922100024,0.0450696267713167,0.00917158126652056,0.0625260964672378,0.0796707650876415
"11",54096,0.157365438708478,0.0103157391270811,0.0529280848555276,0.148028561186968,0.0786076864657304,0.0273883881209159,0.0425482134272367,0.0276590948176623
"12",54098,0.333145752865811,0.188699636930669,0.210230808505227,0.0105356119661774,0.46053518952835,0.245411673615079,0.192471488931121,0.150313950690546
"13",54101,0.180737878734667,0.0232033776630437,0.0472482502334845,0.0554479182921592,0.01275018380365,0.0499162088749655,0.148038396873171,0.0298725928884529
"14",54102,0.177726705369815,0.289345852268293,0.0238657871775289,0.074987456195365,0.0100830937794881,0.218290415858983,0.18933349429232,0.0095906535583559
"15",54103,0.21807305459742,0.209709743899603,0.0248251549318889,0.114242073655714,0.0694906868951078,0.0305868910362566,0.11858644617665,0.250978630551105
"16",54114,0.157818748501052,0.0602120718813148,0.0337563858082509,0.019417377654105,0.183011275771747,0.0483844915411031,0.0827599336381501,0.0436158388705806
"17",54115,0.0892347954243793,0.0594880486239417,0.0900167859458631,0.102939582401243,0.0118331385665172,0.0434426097922646,0.0563174002897195,0.00948913595310066
"18",54117,0.0661829456088696,0.0707001888672563,0.247239187692047,0.186867865945138,0.242977187790715,0.287015827329648,0.0294262456090495,0.0744053663889348
"19",54119,0.0245170383630358,0.00610671544767723,0.00667982736171196,0.0273272133921618,0.014348329734128,0.0350205505673346,0.0980189881931208,0.0624435253913938
"20",54121,0.0564328167671949,0.0270930409128104,0.132722329316803,0.23679064020203,0.0325978068235922,0.0837694218813699,0.144347370264242,0.0473437471358944
"21",54128,0.0299507964287286,0.0697449852575385,0.172206073699331,0.138666552937615,0.00882745685106371,0.116401348563788,0.0668332922491674,0.0530239688331543
"22",54129,0.0613634329109645,0.0624545416534146,0.0395153805251882,0.0187768881772379,0.0502472165020624,0.0546823925363292,0.204303231307259,0.0102444444790258
"23",54131,0.211121426978244,0.0106852647285114,0.126846838124314,0.00887849737208439,0.0558480005129362,0.0215502024496287,0.0135422840916744,0.0913724515632793
"24",54134,0.0212748691203079,0.164164274232222,0.135903681931723,0.248570463444604,0.23918754229716,0.0974051506449374,0.100291629560262,0.021352574901418
"25",54135,0.0740430378140418,0.0190991039069338,0.131127938802803,0.0173259232293175,0.0544798195558165,0.0942665513388534,0.123501371529172,0.0855603896779906
"26",54138,0.098958817153815,0.108950601258512,0.0572984789017181,0.104173613598756,0.0365141240734681,0.0137452091168497,0.155858737878656,0.102096590835103
