"","ID","Stressed","Valance","Calmness","Energetic"
"1",1,0.0975121735443896,0.112860662403703,0.0855331497239644,0.157838681499515
"2",2,0.295951133690957,0.164780504006189,0.195097277573938,0.273541206758906
"3",3,0.216092037025688,0.164894098018108,0.0949467951131545,0.206505156774776
"4",4,0.0516429979005271,0.0769562724092502,0.0760931055286079,0.11515194921235
"5",5,0.187536375013021,0.100174831730856,0.125769814026184,0.120015192908154
"6",6,0.239554196540517,0.159130688991443,0.128783465831066,0.0921041891284987
"7",7,0.203332013862707,0.122189573412181,0.145282435590317,0.282730205802594
"8",8,0.319402865828689,0.133373108288755,0.349764613764503,0.264219121098954
"9",9,0.133762867507794,0.135898585565789,0.0688255080747841,0.22479155362951
"10",10,0.108420195047261,0.0477144920267337,0.115228564516172,0.155635568600883
"11",11,0.211555672203852,0.171216837936662,0.286340005972533,0.284997114316403
"12",12,0.116955721357057,0.114464904402102,0.071347513301143,0.222302873761786
"13",13,0.0374178840755181,0.190102836123682,0.141528885479445,0.126642966341465
"14",14,0.0637305165291713,0.108037009604524,0.125429711893228,0.154424269867973
"15",15,0.197265055940414,0.0443893246513779,0.0972739539510103,0.0770597965394754
"16",16,0.495361442774203,0.303886934865317,0.554464610117116,0.354610855877087
"17",17,0.327005421705557,0.250391895711411,0.218445816025433,0.121476615329505
"18",18,0.153543364015523,0.0924603524684045,0.157129807474563,0.213643638514677
"19",19,0.240207006819468,0.116571030771658,0.182831318709247,0.169507335869872
"20",20,0.1860247176613,0.130714553517278,0.134945160776343,0.135946032536132
"21",21,0.204801772135074,0.103787834508585,0.115995955141987,0.196459177087799
"22",22,0.215464931986639,0.154282621981088,0.0957167106035347,0.151181770363607
"23",23,0.0375397575476755,0.0714246183359599,0.0570898362971939,0.126470729394117
"24",24,0.0541700260253595,0.146193640195927,0.19253757514953,0.101419458540836
"25",25,0.226280534182406,0.174260754312986,0.163104377825407,0.231294233380244
"26",26,0.0809898787557786,0.131704248105922,0.136705768236397,0.260638051814514
"27",27,0.0387996341887579,0.0155131558486679,0.0330972802519102,0.16043113787226
"28",28,0.214855614208402,0.125639318472286,0.148445883771348,0.190799778242089
"29",29,0.326479036844845,0.236578559094932,0.29609391075293,0.227118266666132
"30",30,0.0955946253109922,0.0276313120985981,0.0230432109952634,0.100160871732842
"31",31,0.22954629598789,0.22749400569191,0.250104422737239,0.278763914012213
"32",32,0.170792096566408,0.137444816859565,0.147123791020408,0.12543756464189
"33",33,0.153274152725628,0.118511377977355,0.174806159356047,0.0790309181766758
"34",34,0.399364550889658,0.153303639013525,0.229693890227411,0.360699013616005
"35",35,0.374750709272006,0.285323760593115,0.272381081932535,0.291919531078525
"36",36,0.145654906220425,0.150584799240074,0.137494056756048,0.213953617626181
"37",37,0.0749452897484412,0.081633945213231,0.0506614634867598,0.0440070845991001
"38",38,0.192113395064122,0.157791329919017,0.163315400603273,0.116028919635537
"39",39,0.184174802271773,0.195060393740237,0.146137449398619,0.263676830274934
"40",40,0.17310070673404,0.212082759216716,0.224899960190474,0.235615267051796
"41",41,0.106553713400342,0.0985530040548801,0.0837589663693656,0.149539495324259
"42",42,0.172573349363278,0.18296919439076,0.164902767891934,0.232495964134633
"43",43,0.243382612457013,0.164284291346713,0.174655457544674,0.198098563014841
"44",44,0.148994957199714,0.111582978148227,0.16374724385104,0.244462369552544
"45",45,0.141662315327129,0.0949951335427665,0.0761910402669286,0.0812857354834101
"46",46,0.0645513393153891,0.033659567901656,0.0666557926973734,0.235788933988126
"47",47,0.349769719127774,0.115751658105438,0.229522879668753,0.258457051438023
"48",48,0.175873684179933,0.0597977094671667,0.0748960230212163,0.0866251948028802
"49",49,0.222796887374743,0.0504332218923722,0.183938602621618,0.257237776011985
"50",50,0.0623629538382702,0.100585522288324,0.0540042833334653,0.169243600662833
"51",51,0.0965323703727451,0.14034168042204,0.183369958440042,0.154339464505006
"52",52,0.371566403626709,0.196609994661229,0.209320837597599,0.294786704660669
"53",53,0.161965591793143,0.127014615836975,0.0991178108259134,0.187491351435396
"54",54,0.160289116604075,0.100537450787435,0.0842799548719186,0.076210694101014
"55",55,0.322269248594348,0.294685236527743,0.313591625542175,0.332628077971559
"56",56,0.0465828621718837,0.0345915339037764,0.0355140168438027,0.168831226228126
"57",57,0.301858439530758,0.250812516143482,0.437234978256027,0.213640986084572
"58",58,0.0603939645905135,0.0287578624730254,0.190755503268788,0.102196965052189
"59",59,0.208500173560728,0.108749514797272,0.0947640245839609,0.26498616958081
"60",60,0.143862653983739,0.132684997888588,0.152471712443979,0.115155927552207
"61",61,0.100561925917857,0.11054288235336,0.0968728383583266,0.12032308419571
"62",62,0.272636325371647,0.167795893831191,0.191131701361207,0.165228447450939
"63",63,0.21278998885837,0.115188683233471,0.113828613674762,0.205998623407734
"64",64,0.238241829535118,0.181829710792121,0.22909065809282,0.160328788830292
"65",65,0.391365381509445,0.321187888823459,0.360723309684554,0.181726884480915
"66",66,0.131296327110016,0.122105962013457,0.0790833964144793,0.222157454407296
"67",67,0.257282805809938,0.214251307703768,0.0985111204273794,0.18070428531211
"68",68,0.079735719669239,0.0437685192498744,0.0969680715135095,0.282985329588125
"69",69,0.106017549183883,0.0386065787484225,0.0334432909991044,0.0869635892766646
"70",70,0.0294662860223814,0.0614126608452361,0.0847608754509877,0.0984899463873027
"71",71,0.220925711915433,0.248774945478871,0.227697359879786,0.216821482240053
"72",72,0.132543394222525,0.165218774182701,0.17069520157407,0.0816578729637443
"73",73,0.026707773220426,0.0807507841919139,0.129786701129857,0.0874020345839115
"74",74,0.122259000298984,0.172006672160315,0.116882139044203,0.138821855801317
"75",75,0.0833341483627463,0.063396723392121,0.133312328253276,0.0743331140566301
"76",76,0.218955859655781,0.095384143022724,0.135032743886517,0.158323248130842
"77",77,0.155189537199997,0.149107668117687,0.128637193454785,0.127421536133212
"78",78,0.451297591689866,0.144381361532019,0.249840991280727,0.207771730329117
"79",79,0.126806357681753,0.0846039917709205,0.101683858872531,0.197543775736428
"80",80,0.270922707561276,0.156356131989295,0.21045449255485,0.154297954518461
"81",81,0.230838172738204,0.121631542896684,0.126900296254427,0.0947177136521346
"82",82,0.117866484111811,0.105005847605248,0.148964689000841,0.164332089578055
"83",83,0.192270184552273,0.196029694295066,0.22400106591647,0.239174682888275
"84",84,0.209708075414742,0.143712655956835,0.0982482819940437,0.095914415615733
"85",85,0.374508240789613,0.311702446280449,0.344013806259789,0.219482400079286
"86",86,0.0914142409454658,0.178638955411184,0.258906842933441,0.231100652853812
"87",87,0.239987238790546,0.179117451664691,0.152937506794668,0.0751793220970989
"88",88,0.219774014811534,0.182450340651619,0.195386209577392,0.252246183837395
"89",89,0.366460703562784,0.321173364590408,0.294773983792111,0.246668719414675
"90",90,0.133287779487861,0.127922407123713,0.242500189980846,0.221800137561658
"91",91,0.207945876996016,0.197736172720537,0.121490859191273,0.191259848756269
"92",92,0.10343075590721,0.117891451794015,0.128757578468088,0.268790720199293
"93",93,0.172623236294377,0.145767983921019,0.205393337109499,0.250886232517824
"94",94,0.0676222558776579,0.0332812320502786,0.0694310910061252,0.209197768631379
"95",95,0.170115995848649,0.254445059905812,0.236163365777484,0.237514644640198
"96",96,0.155102981624189,0.209005640365304,0.229936400559091,0.255331033477236
"97",97,0.120439242234592,0.157715294645696,0.193331636363246,0.237328606552168
"98",98,0.313943372908738,0.18109928888904,0.258457791448121,0.302053517742542
"99",99,0.121245350259382,0.0598092449372676,0.066049748315245,0.098244679845717
"100",100,0.370732126974244,0.115445154860529,0.175896591075755,0.239692904071354
"101",101,0.176197481652779,0.0164819592346228,0.051088245111232,0.082217622115596
"102",102,0.250361868519856,0.128341734615853,0.0848830574368282,0.253515139675407
"103",103,0.190145479091446,0.111809151160837,0.15367447547862,0.142562514332131
"104",104,0.149603205226362,0.0764395559651421,0.0896966110530669,0.0507810029866485
"105",105,0.27008967829582,0.0777237440881686,0.151905627576673,0.0837210477093804
"106",106,0.313644777711164,0.0865634071426115,0.0366524492908779,0.0865921093428793
"107",107,0.112696274092155,0.0848649992134178,0.0875120183249424,0.183543970886673
"108",108,0.294455469892864,0.177756005818232,0.13561533372094,0.0717039858485923
"109",109,0.00923959607205225,0.102240981709156,0.0844623263287013,0.252593303766755
"110",110,0.151304903192342,0.214222043108687,0.195305424751782,0.183534321343145
"111",111,0.288641805584687,0.242654668200501,0.254321126227341,0.185664378302065
"112",112,0.0209835202013096,0.0953465930943233,0.0731262239877139,0.108855318246049
"113",113,0.1409606632834,0.165004857923354,0.132654365641293,0.111177991170484
"114",114,0.253993440659456,0.0862093013046933,0.159451854972748,0.480313628958633
"115",115,0.145205969292398,0.170649424296112,0.142782186889648,0.229897994428088
"116",116,0.235536897911587,0.33955601088885,0.216407572196958,0.17335143716181
"117",117,0.206955593639609,0.121983039874687,0.190285739981053,0.187502161322871
"118",118,0.127294968568117,0.102358790162763,0.0996391447694281,0.10743791151423
"119",119,0.289093386973192,0.0820652986824219,0.145335566526427,0.0761164288932879
"120",120,0.149005934376306,0.129059542747162,0.159648977451222,0.238234240422238
"121",121,0.278865351631733,0.235889138638068,0.254747682431538,0.308641447369334
"122",122,0.0862020480608059,0.1846256041999,0.0866509341118572,0.167370641456227
"123",123,0.120744725639419,0.0703526245112964,0.0526317151439937,0.176004836865427
"124",124,0.13397714076065,0.0497404948458184,0.122830635259599,0.398639941657783
"125",125,0.390193900970366,0.167908901310777,0.16671286057002,0.234200051778887
"126",126,0.0543237387545427,0.0743038993815873,0.11738806876652,0.192502844426572
"127",127,0.126585192303512,0.134672128092459,0.102456618441884,0.137681245280169
"128",128,0.200156594191525,0.121696602384576,0.101592318776963,0.126615631574783
"129",129,0.136111784523171,0.0888346543518873,0.107379764990284,0.143680920595759
"130",130,0.218268118931081,0.170023567091095,0.142839079646949,0.150973557291402
"131",131,0.0611954244865536,0.200326664289786,0.214283859325539,0.128536302690859
"132",132,0.117469627755322,0.162045829602848,0.151322666219624,0.156512866768546
"133",133,0.200489839594315,0.186799435016674,0.205009896435439,0.0487601412776942
"134",134,0.223490017511978,0.0581115485694982,0.0868274948674225,0.189188178581464
"135",135,0.102169245729221,0.0607513282518745,0.0566930669133853,0.0678566996378988
"136",136,0.155239656423334,0.135229323430373,0.189714544303948,0.182680977551767
"137",137,0.151316717462967,0.145892166659047,0.132639325403436,0.293298766626047
"138",138,0.135980888155327,0.151289611123405,0.15106202150702,0.136263870285549
"139",139,0.0616722549002636,0.0450783875149428,0.0860727187115109,0.333236518736291
"140",140,0.142049588247162,0.0953112322190901,0.104126819344977,0.091101230668052
"141",141,0.119503152439095,0.213769648824245,0.182695228199996,0.182627967561534
"142",142,0.140917799008077,0.0861050537538622,0.099473438837427,0.265254860838206
"143",143,0.103007103676236,0.0602247350938962,0.0416111334657256,0.0469024320755477
"144",144,0.212836778763686,0.289845724416357,0.27110759859908,0.293991963423346
"145",145,0.225603607540567,0.205888498219497,0.138548791389797,0.223920679612089
"146",146,0.225805956948577,0.171458435217802,0.128227918250431,0.202381982636679
"147",147,0.249999128969429,0.340374674140399,0.269223412517828,0.295174611109975
"148",148,0.0466757482519898,0.0861340912610916,0.118004116008983,0.152287342394021
"149",149,0.324863646987375,0.176907012182757,0.223639406357975,0.184605202204661
"150",150,0.211774327834009,0.282153796245655,0.246561434587599,0.284185451844121
"151",151,0.111168994358702,0.0897219502127106,0.0594397455964608,0.107324199493179
"152",152,0.116341607916712,0.0440820587626049,0.0449911881430671,0.0965591625010722
"153",153,0.187464221843912,0.165869204470078,0.213398822802128,0.0683059032943763
"154",154,0.0560169585496201,0.0581653045205726,0.153212871153497,0.188655014968022
"155",155,0.0789643208537386,0.115487988438738,0.117999325234106,0.1780228829452
"156",156,0.0422145221823822,0.032275167689271,0.0412957072279012,0.0704223082757253
"157",157,0.252266031410668,0.1463834949062,0.174728728693419,0.161790106765533
"158",158,0.152319004883446,0.181395427011371,0.228829298915746,0.20244780218855
"159",159,0.15680820725032,0.108165130394803,0.114586446266509,0.125445504340591
"160",160,0.253544869231276,0.123720266767505,0.118674751843675,0.203921808838984
"161",161,0.123566473555141,0.093064147235594,0.0769315960014356,0.226579702156067
"162",162,0.235121386109867,0.145701132003969,0.137759211691664,0.287023498508555
"163",163,0.0366573817754607,0.0485516672575068,0.0697336584077428,0.274243904699237
"164",164,0.190273223139212,0.141066093033868,0.145565972708507,0.0780299615707916
"165",165,0.0547981429175311,0.0528683576537037,0.171356419915517,0.340953346836717
"166",166,0.14649366134467,0.0975430899069986,0.0784651406204639,0.171707431494543
"167",167,0.172944928486746,0.126810464956898,0.0967652133307167,0.115776159481954
