"","ID","Lively","FullOfEnergy","Energetic","Happy","Pleased","Helpful","AtEase","Calm","Relaxed","Sad","Depressed","Unhappy","OnEdge","Nervous","Tense","Hostile","Resentful","Angry"
"1",1,1.90510899390825,2.95284555723772,2.24655810503774,8.9925199624591,1.85447562606098,0.614677700975949,1.3224423092651,17.8255222494489,3.21390917846285,10.3018895329142,2.20076284684559,4.43245188240064,15.492955410992,16.0020594851784,16.0198883093025,18.7926372240278,4.19573025415491,18.7926372240278
"2",2,4.99654749680826,11.3623049909125,13.0953349744689,11.6565375349548,12.957942132494,5.8196044869007,9.06650827013831,9.02413923752097,12.054005328906,1.58502024854417,8.98689181394561,6.59621390249837,2.08192062122295,3.73370688300898,1.17964619104669,6.97565940940279,0.923702949395456,2.58237853206787
"3",3,0.594694064964113,1.07354501133469,0.563414582351598,1.79072946220756,1.65872668117469,1.00587238776872,0.201274821575666,0.811148111575274,0.58141075993514,0.924331710028627,1.09486611111894,0.423657332094414,0.786427971154022,0.541884684279914,0.674883838185493,0.246307743157591,0.118002392243275,0.246307743157591
"4",4,4.5233925022233e-16,1.10864538701106e-14,7.24117382016957e-15,3.42373772557398e-15,2.36489492265037e-14,5.35509720332384e-14,1.36187759941478e-14,5.13014346294877e-15,6.27447922549642e-15,9.22620341532802e-15,2.39527562178752e-16,5.26021981938105e-15,6.19545234161656e-15,4.34120680655005e-14,7.27766627679745e-15,2.65003464147328e-14,6.61441552500654e-14,2.06520880727402e-15
"5",5,1.80965214549591,15.814488939832,0.929792682212414,20.9092436920755,48.6303932580284,13.0260799091443,12.3129996148968,31.127965784737,42.9692595098455,21.7471757756936,8.1626698890851,36.4185377773443,31.2225983719372,31.341808342218,15.5234808363026,0,0,32.0278966106913
"6",6,3.49398619291471,2.82126033895957,5.7264928443912,1.39720411364057,0.765994703673616,6.03089913499303,2.82435429362076,4.23128095790195,8.76228997621065,5.97565499791074,7.73501803154448,0.169869071526242,4.73311201873374,8.6104832431629,11.8326029675203,0.149005915321616,0.110447971289373,0.132635100600265
"7",7,1.69252302630612,1.71108602778968,1.51157201371036,1.21590819303262,1.81105516549393,0.951027569722375,0.609013717244951,1.97009879317523,1.91792353223393,3.30713841164276,2.27827415340883,2.05401700862922,1.02900248524444,0.502915513547086,3.19792587399999,1.86595352488161,2.20355745334648,3.36908473438677
"8",8,29.5961312299412,7.65486464032098,11.9901414126304,10.2355134987197,5.89044451290201,2.96829639695931,26.4061565429769,3.89199945377662,21.4145443779776,3.87919423079229,0.493665724165029,0.80258709397537,2.63297791709217,0.657528589776403,26.9735205468446,2.88742235881026,0.46386631763792,16.2100116147319
"9",9,1.90779963510323,2.18371065216573,2.26320027915339,1.2067432590947,0.82074141772869,0.82074141772869,0.394742165329933,0.552908352064595,0.550032036424448,0.249996414649325,1.13285227523648,0.169267305266649,1.56741304446312,2.05210025450952,1.11223644947526,0,0.975992778146427,0.150312498383202
"10",10,1.59028935671642,1.51416652523428,2.43195366577504,3.49129029905597,2.52565890384683,1.18342476550016,0.923202204859384,0.582787788519962,0.725949586705581,2.06963891940108,0,2.44711978073226,0.586057457310275,0.984307015907847,0.636951606027342,0,1.42009132762711,0.187192869987327
"11",11,9.06096278806617,4.465260320173,10.1721322882339,12.7115477547002,14.9864460882584,1.6138425595649,11.7358636675331,11.9468990553079,8.44069999886146,4.37224549545419,13.2754959380767,10.3719336822523,21.7761943561355,24.2818623602569,16.3906065998833,1.86716138802915,1.3468792796439,1.31007444896397
"12",12,10.8344850098378,8.20786965987513,11.2204389115507,4.23600725228427,10.3142273433615,2.41959687520903,4.42993329385818,9.6767902696226,6.53895442528609,4.54582591990316,4.62861983065054,10.3255671575334,8.41686758340891,9.85980832708261,15.9779795240854,0.296028255942499,0.296028255942499,0
