"","ID","Afraid","Active","Alert","Nervous","Attentive","Determined","Hostile","Inspired","Ashamed","Upset"
"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,0.162339338304189,0.0352234695407317,0.139951788048053,0.229921318758645,0.0402284369709405,0.0288475589159112,0.28906003119018,0.453217117892584,0.141644682310759,0.132384105061766
"5",5,0.144172561696218,0.085866965032091,0.14071250035715,0.100391052323735,0.11230961439785,0.132651136969149,0.133138498373243,0.152741943884382,0.275381597826446,0.205772579153156
"6",6,0.300285408399237,0.265832210480345,0.261481814233003,0.243530594143025,0.254434946502172,0.309728553560915,0.266162603126595,0.190149754942625,0.245456812230717,0.291234021561262
"7",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",18,0.189243042365933,0.241106433233335,0.247242983393175,0.156361554297945,0.270910907752214,0.279774996009796,0.205980501308211,0.30512268141426,0.215461522959534,0.161067184041425
"17",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",20,0.252071911613149,0.197146969341507,0.178648544581271,0.258059491919924,0.197926516521415,0.225870055026952,0.131964572960759,0.296537674523357,0.0912800246678451,0.374030524431237
"19",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",23,0.272973818922607,0.259036438732437,0.222127987492127,0.226058959384673,0.21221951157703,0.256577918940243,0.18867064981848,0.263471038367081,0.232369901723338,0.155967060808741
"22",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",29,0.1340935154793,0.0279508497187473,0.0359368067812466,0.128616738167712,0.0359368067812466,0.128430621518908,0.125845495904359,0.13088358350809,0.137571586617724,0.141147833483395
"26",30,0.183500584179067,0.211348344384488,0.164500804533242,0.192471752050189,0.144616257869791,0.125396172623397,0.167795748579389,0.193140199180846,0.140565550037559,0.254188819548235
"27",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",32,0.345082486794748,0.279564811819735,0.229540495906231,0.288034774198747,0.229263917450596,0.175710559612953,0.0652595653695659,0.0849123090670939,0.235894913062954,0.257606918149227
"29",33,0.17204954977237,0.189858674535013,0.128798589127816,0.21199750748219,0.163470767375061,0.167318048112527,0.324677622489868,0.179832855105945,0.282619861674156,0.129215617549236
"30",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",37,0.193120507728301,0.218109668808393,0.16478315961835,0.208329801816701,0.171785931950411,0.212977306663104,0.15530585085411,0.190463099184601,0.210370135233359,0.190848392531029
"34",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",41,0.209286462551279,0.193518387857338,0.177665015289436,0.168388818722305,0.163644551730172,0.201451515620101,0.263670418965919,0.154873009958715,0.273584547174867,0.237468032431764
"38",43,0.208172505345362,0.137164974614037,0.161600192622604,0.169041499759643,0.119940527470509,0.137143269186657,0.246366640155515,0.176786028776572,0.188743428514009,0.206541291689966
"39",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",53,0.365381022404629,0.272351308033402,0.282596583866188,0.280694491325097,0.277289715780557,0.361232612398752,0.251418699851056,0.292352522525573,0.137711114061149,0.268603838922721
"48",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",57,0.208489832108117,0.175163671670946,0.133030963108997,0.151409955608263,0.115502422459132,0.114106062142365,0.16684734203007,0.134368611241985,0.155065733709185,0.177215686946169
"51",58,0.210393486362724,0.220080295488885,0.133325362858531,0.122649021015377,0.223765816173669,0.152540357582484,0.144947712934102,0.0185735779032292,0.132189921504894,0.206623171784007
"52",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",65,0.144522414853412,1.00125457987385e-15,0.130455306927791,0.232522326612121,0.124598119400032,0.114879462086692,0.181997848161053,0.0901387818865999,0.0512866015708379,0.295010055395806
"58",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",68,0.196586431213933,0.262215086914537,0.126469775525605,0.213957682213173,0.109191662108367,0.218090435566122,0.222025672158251,0.211773754120482,0.168129675346332,0.236857094535208
"60",69,0.0677418705554345,0.23765512465543,0.171417405580093,0.10633067902733,0.150553888496836,0.182907202630034,0.00879866844713629,0.213493896718502,0.0444984483832293,0.111852322356464
"61",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",71,0.0408256424009618,0.121792750752439,0.0541837945000784,0.130570078629259,0.0295415434224672,0.0163232997506488,0.107201830779554,0.0417925911535848,0.0163302575849939,0.18977090502644
"63",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",76,0.125622056279319,0.283897314011015,0.182828206894326,0.132848619363032,0.171507550444817,0.202819505758001,0.0734169311879343,0.245683888816953,0.085934400786521,0.0950478995655764
"67",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",80,0.0826487448125374,0.316162255869872,0.196518364534121,0.188667006719174,0.161594849052157,0.178341518981319,0.0560066545422498,0.167525774385301,0.124910709282639,0.132084249705468
