"","ID","Angry","Afraid","Anxious","Guilty","Embarrassed","Ashamed","Sad","Strong","Happy","Confident","Clarity"
"1",1,0.0538491409559818,0.0636033955409173,0.0492926422793763,0.02872370173908,0.0450895935775604,0.0423638891962705,0.0466642597323418,0.00353553390593274,0.294567696304185,0.041930354715106,0.328123414119239
"2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,0.970903520101114,0,0.107486113367217,0.0493825099706282,1.61017829562406,1.51143686970635,0.0643407371102969,0,1.10520990204421,1.00705035497768,0.787352071777583
"4",4,0.144236155226881,0.410118347113842,0.283555228796169,0.145610071106507,0.0841801778673133,0.142763731211427,0.24566338819564,0.00193334175641356,0.165546582207315,0.168794913466651,0.122200937747115
"5",5,0.147364574991306,0.0573211504221111,3.87942735529461,0.0226778683805536,0.806881120647359,0,0.538268608575856,0.117549671956697,2.50567202469724,2.89773589203457,0.137235753233886
"6",6,0.218170178026815,0.00112710580468622,0.0805684869648808,0.039877664180169,0.000375701934895402,0,0.0783929495902185,0.0048199064966141,0.158161960427424,0.307497468604754,0.0647116289714329
"7",7,0.327371607601087,0.0129085018355805,0.27654537378272,0.0500736335712494,0.0600901557657,0.00887846924062496,0,0.0116664445196938,1.26619019499768,0.210340185138121,6.09122407640112e-15
"8",8,0.133700467196363,0.147637665522993,0.219872232661307,0.0694111927203438,0.087638956836548,0.0978922254954429,0.149022095397819,0.00128832456547977,0.102171273751508,0.170824946570426,0.315898600866333
"9",9,0.193729814602117,0.157014270964049,0.164313900320094,0.0216459193402692,0.0385259153913403,0.0419016360211064,0.177074472648779,0.00274143192929963,0.0898806046137715,0.0949566033293062,0.0491237880511949
"10",10,0.00928653275665778,0.0246416093798232,0.101761144173432,0.0477047071840739,0.0542631774303224,0.0365794531049209,0.0332918699738946,0.0059167869817598,0.117776186549771,0.132431185612767,0.45334317764432
"11",11,0.0291891934960706,0.195116839296321,0.146790313219389,0.147432182690604,0.0254520690986372,0.160809106484214,0.0352093705266961,0,0.0887685629656549,0.257710500156279,0.157903232338503
"12",12,0.0885806995423022,0.0826436523339761,0.393380195631048,0.0500258906645584,0.0484770556755865,0.0509797385013092,0.0699934834663191,0.000900706426739305,0.266538539960425,0.296747009240111,0.0285322500286763
"13",13,0.16096847513231,0.145340162579777,0.288109525196973,0.120967519284941,0.144341488085175,0.176564218363959,0.141713604330557,0.0024719665741469,0.234424667060135,0.352216111210885,0.510380986670739
"14",14,0.0783873061591365,0.0450059680245818,0.0882720601839546,0.031262705351783,0.0335672448657041,0.0415557959708771,0.0771081049597244,0.00447120969585202,0.193484892337205,0.131314799443249,0.205875439051867
"15",15,3.29304004145044,2.3418682119853,4.03865758679057,2.54982317613492,3.48921311953775,2.633262408325,3.59121698398049,0.034006982796947,2.0931215464513,5.38087737640472,2.85175783772316
