"","ID","Energetic","Enthusiastic","Content","Irritable","Restless","Anxious","Angry","Guilty","Worried","Hopeless","Depressed","Fatigue","Positive"
"1",1,0.210562576642172,0.221843483965807,0.222188454508002,0.214604437211198,0.182192695427963,0.237324401777062,0.25461406106058,0.292500748852654,0.140237993915666,0.165542805671617,0.175845259317729,0.14363518528724,0.226423581295052
"2",3,0.167463928213734,0.179592521925803,0.161866044850485,0.195594143179954,0.200701906026309,0.118940032254177,0.160509266625801,0.126177802892098,0.121621981135635,0.13630302047828,0.160712666257501,0.126637099107023,0.177127864630115
"3",4,0.257312600851299,0.157394354035004,0.178882968480458,0.265378796349673,0.258788820529346,0.157703064320166,0.274199439148254,0.240583961606806,0.267913070424325,0.147255110689696,0.226885722882212,0.27872126197686,0.179016782954041
"4",6,0.0996224599198609,0.158995761648197,0.151675946751924,0.255304715013592,0.240652976406074,0.207338855361554,0.352182508167853,0.218380390256454,0.198731238691291,0.243277395007591,0.232007597416789,0.246312967712618,0.176178335430835
"5",7,0.172534465844196,0.164852304236167,0.16503787444099,0.0685818429039187,0.127844460339498,0.144925736809162,0.080755032204481,0.0874103985778481,0.0958660449039564,0.119773226347851,0.0911674471793107,0.112628283310404,0.142903309328762
"6",8,0.26903596178359,0.317784813842324,0.290775397304307,0.300140116147933,0.365520494925926,0.331396597831932,0.267636316736347,0.301263130498703,0.384676421816225,0.179509976336528,0.231555080333027,0.301166455687159,0.290593879072321
"7",9,0.124771514765418,0.116218831932524,0.100736653824205,0.13943289477568,0.0988780906804236,0.0958102566499657,0.14062472973816,0.149886367714061,0.145586303410741,0.130265266572534,0.078829123284573,0.129877856701227,0.107373627627431
"8",10,0.0914821962104588,0.0752918343125118,0.154827729145762,0.19203635998754,0.191645525311001,0.144357431669365,0.17692825644028,0.138043828280685,0.107608907986252,0.109056848229789,0.125470800655101,0.157266283197927,0.0794434271844527
"9",12,0.120219599211542,0.096411575321407,0.103418286951094,0.139676954166847,0.152226003439637,0.142795093608232,0.108453064519078,0.137996306848493,0.0929933841236778,0.118572033073042,0.149005122954769,0.13543112144326,0.0812854039731283
"10",13,0.193366910951927,0.195950518288716,0.160777912532894,0.143069928027801,0.312943260506373,0.0614591048625474,0.175633996470531,0.214517867921819,0.254081495656112,0.166708714496461,0.210036402844697,0.235443574291955,0.247717481945008
"11",14,0.174631198562233,0.236949465073719,0.17445046621556,0.158210690678427,0.0825478078587047,0.181828120370485,0.264993083317057,0.123496239688748,0.152648969274114,0.145212771464739,0.145865283584721,0.14896937605837,0.156340894912431
"12",19,0.132989804810407,0.197597878770332,0.194009943538302,0.199181678962666,0.190918493158912,0.152701865814462,0.0993353672124935,0.242179784610479,0.187356937189362,0.218416990977761,0.178679476407752,0.361977959203144,0.175414990215331
"13",21,0.114620783911909,0.0938277811347185,0.0774254683536426,0.162991492514442,0.114969860890759,0.125053350769607,0.213090372455508,0.119954013172392,0.108738976680164,0.0987943647067426,0.110825570424763,0.13040994807265,0.0692252208019364
"14",23,0.169313661565813,0.127771908201418,0.138012552245153,0.14760547851293,0.15408768195243,0.0792721571992832,0.0960943620477342,0.038295440742011,0.134703032607636,0.130244384385218,0.108334160304641,0.27599184793523,0.131355347834897
"15",25,0.140984619236685,0.1541075190457,0.155664745163706,0.17032713121927,0.206231483073078,0.154988751714416,0.126570790957238,0.24017729736516,0.187924117020358,0.207823952427747,0.203520386372137,0.214345920175963,0.160797546245485
