"","ID","Afraid","Ashamed","Distressed","Guilty","Hostile","Irritable","Jittery","Nervous","Scared","Upset","Frightened","Shaky","Angry","Scornful","Disgusted","Loathing","Sad","Blue","Downhearted","Alone","Lonely","Active","Alert","Attentive","Determined","Enthusiastic","Excited","Inspired","Interested","Proud","Strong"
"1",80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",80001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",80010,0.211600396271316,0.169606411228839,0.153889916822568,0.14357853474461,0.277767082999956,0.228002971413262,0.225205435324309,0.101507477611483,0.1993766697743,0.2252472766413,0.213705469417443,0.182837207147906,0.271276407397525,0.201874503024454,0.234362300021739,0.249913541782316,0.172089661094485,0.192635882121887,0.141722175780395,0.184756384698885,0.256310684157312,0.238432163372632,0.244765664291603,0.217129016866749,0.118556511943556,0.213899664101933,0.181213097554992,0.137397381861761,0.195468659212278,0.180535190917279,0.207745934257269
"4",80011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",80030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",80031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",80040,0.0822207720894595,0.0540350771544237,0.114612268496677,0.0531963990588005,0.0909984605312223,0.152695859338452,0.071627603309615,0.101033045379742,0.102804367359617,0.0879465182233664,0.0768107515356884,0.0670866991595568,0.117846708466153,0.0818550260373807,0.108005926917898,0.0876528961611547,0.123833358176583,0.160553718112073,0.096893630492719,0.20606108030669,0.169109265173057,0.190477337801195,0.218404771305523,0.207116105683731,0.17049100878049,0.133497099280129,0.217681597887085,0.139886889356759,0.187359157726523,0.10369013979472,0.153800402718557
"8",80041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",80050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",80051,0.0340603399210412,0.154867309600552,0.107123046676196,0.193539070495068,0.0254029649990531,0.192112938766346,0.0893856405020325,0.193541407103177,0.0294481116718581,0.118310056299908,0.0238713904738453,0.0931241194590941,0.103822161502098,0.0967305630213925,0.151186461099979,0.0751874076378012,0.166648894583329,0.177606426825851,0.1797650864828,0.131857006148781,0.124901069587252,0.123678005584609,0.146545148272113,0.177681110831397,0.14330089458259,0.152825610127408,0.168569244361727,0.117084685858939,0.169213692781109,0.0703101314403508,0.012938711606165
"11",80060,0.070560428754142,0.00949448382329522,0.150682554874555,0.0668268005881866,0.0346376571923739,0.151439032076261,0.0655314734456008,0.118748135241984,0.0634330386262458,0.137224782175168,0.0950570731720926,0.088661000902296,0.126389825104709,0.00714818120091222,0.0676608556211484,0.0117801742117535,0.114049841388514,0.0627280375528496,0.106296912670817,0.039536473676898,0.0134638003807549,0.0769133352335859,0.143118242610947,0.120837186932377,0.0971338552179095,0.130473116671424,0.157402564453956,0.137806967221042,0.118439333763217,0.198252636769394,0.0448370118070085
