"","ID","Anxiety","Sad","Vigor","Contentment"
"1",201,NA,NA,NA,NA
"2",202,0.0662510071803823,0.0311731575839712,0.142565225953593,0.0911276659396114
"3",203,0.0617691133495678,0.115848351749743,0.161220950485775,0.133786760314326
"4",204,0.0911345320055169,0.151916073635698,0.150426316328549,0.0594210238940708
"5",205,0.176354076478786,0.176534986678235,0.119853774041617,0.131520989706561
"6",206,NA,NA,NA,NA
"7",207,NA,NA,NA,NA
"8",208,0.0722172909374213,0.044133649074667,0.112996689858968,0.127644231881858
"9",209,NA,NA,NA,NA
"10",210,0.066648724958593,0.0604025255156715,0.0884035896490809,0.0827499874284175
"11",211,NA,NA,NA,NA
"12",212,NA,NA,NA,NA
"13",213,NA,NA,NA,NA
"14",214,NA,NA,NA,NA
"15",215,NA,NA,NA,NA
"16",217,0.0954821282250816,0.0469074658287402,0.203049336441521,0.147614336162467
"17",218,0.0931234602199535,0.0329609557083199,0.23521198615493,0.180335631870215
"18",219,NA,NA,NA,NA
"19",220,NA,NA,NA,NA
"20",221,NA,NA,NA,NA
"21",222,0.103515883956186,0.11074817709553,0.0562174777350588,0.0917437011214794
"22",223,NA,NA,NA,NA
"23",224,0.0137260389328126,0.0185231124003918,0.208451477262297,0.114181702211546
"24",225,NA,NA,NA,NA
"25",226,0.148275525024895,0.098306582106171,0.15955280361103,0.191372813121905
"26",227,0.122363948209804,0.0970138823685272,0.136803755767231,0.108941426899419
"27",228,0.0825654721193902,0.141199096517005,0.156490318405539,0.0505177912237901
"28",229,NA,NA,NA,NA
"29",230,NA,NA,NA,NA
"30",231,0.0527856108937301,0.0727007287996228,0.090854881433375,0.069213692422832
"31",232,0.108332822832446,0.111213830484235,0.152262611118823,0.1391826413802
"32",233,NA,NA,NA,NA
"33",234,NA,NA,NA,NA
"34",235,0.0280026137016346,0.097035189032288,0.0799312723248719,0.139865172314969
"35",236,NA,NA,NA,NA
"36",237,0.126529542207564,0.0544603823850737,0.245359663350171,0.225189189685652
"37",238,NA,NA,NA,NA
"38",239,NA,NA,NA,NA
"39",240,0.105464519778698,0.071117053862305,0.0729694333049981,0.0773922268037682
