"","ID","Anxiety","Sad","Vigor","Contentment"
"1",201,NA,NA,NA,NA
"2",202,0.0953018953752689,0.0532941836610756,0.192630281327355,0.097293427863462
"3",203,0.0617691126545416,0.115848347998162,0.161220935582199,0.133786765239684
"4",204,0.0951281669313639,0.13093829077355,0.177300219274259,0.0894599458264971
"5",205,0.225266613422621,0.25347957849212,0.156800718039876,0.216147937002387
"6",206,NA,NA,NA,NA
"7",207,NA,NA,NA,NA
"8",208,0.0722175026870798,0.0441337987455268,0.112997049802973,0.127644546597493
"9",209,NA,NA,NA,NA
"10",210,0.0748519219010392,0.0595832106738767,0.122567828831179,0.100474167000785
"11",211,0.0696487259825378,0.0265424985391062,0.171036242687097,0.167274754455823
"12",212,NA,NA,NA,NA
"13",213,NA,NA,NA,NA
"14",214,NA,NA,NA,NA
"15",215,NA,NA,NA,NA
"16",217,0.0954818499098809,0.0469074179719994,0.203049158989611,0.147614442532228
"17",218,0.0931234937627387,0.0329610366044633,0.23521202817148,0.180335695640301
"18",219,NA,NA,NA,NA
"19",220,NA,NA,NA,NA
"20",221,NA,NA,NA,NA
"21",222,0.10351771484665,0.110747504238215,0.0562174212640282,0.0917433411867918
"22",223,NA,NA,NA,NA
"23",224,0.0137259560597882,0.0185231181962914,0.208451487264772,0.114181662635794
"24",225,NA,NA,NA,NA
"25",226,0.227597762217144,0.0285519591022495,0.13774034232213,0.170820529099753
"26",227,0.0833618494756905,0.0842777750179115,0.15726946879503,0.0995462715166534
"27",228,0.0647536014136942,0.11795778302113,0.0832838665183095,0.0871698091611775
"28",229,NA,NA,NA,NA
"29",230,NA,NA,NA,NA
"30",231,0.0667484798248409,0.0843031182367617,0.107879138184873,0.0669504138257523
"31",232,0.0945287461915456,0.0649323727731193,0.132335943311986,0.103576862762771
"32",233,NA,NA,NA,NA
"33",234,NA,NA,NA,NA
"34",235,0.0280032380585101,0.0970379109747374,0.0799267026634855,0.139854458315246
"35",236,NA,NA,NA,NA
"36",237,0.139744735641421,0.0712548474771893,0.295488554597262,0.215732714625878
"37",238,NA,NA,NA,NA
"38",239,0.0604426437478752,0.027671281085387,0.0959792589158836,3.33066907387547e-16
"39",240,0.120299027541441,0.0802190021597326,0.0715698444876787,0.111719401070487
"40",241,NA,NA,NA,NA
"41",242,NA,NA,NA,NA
"42",243,NA,NA,NA,NA
"43",244,0.0577578957384383,0.0573299987596498,0.197982131044349,0.148907105866438
"44",245,0.23565653886153,0.226150160186297,0.163223784190934,0.107452004209703
"45",246,0.199460915307725,0.115953489078907,0.117076420150891,0.121181050866919
"46",247,NA,NA,NA,NA
"47",248,NA,NA,NA,NA
"48",249,0.104939784861192,0.0930427407811159,0.159409208139193,0.187613302720928
"49",250,0.0246495293412844,0.055939732461402,0.105366413926414,0.056192303413055
"50",251,0.114938709009222,0.276099250655267,0.176226938506214,0.165507539521097
"51",252,NA,NA,NA,NA
"52",253,0.00821982358868461,0.0648097027327318,0.161642110892023,0.0623130170567815
"53",256,NA,NA,NA,NA
"54",257,NA,NA,NA,NA
"55",258,0.0691598775135731,0.0790768081390339,0.180039050838007,0.189740172918739
"56",259,NA,NA,NA,NA
"57",261,NA,NA,NA,NA
"58",262,NA,NA,NA,NA
"59",263,NA,NA,NA,NA
"60",264,NA,NA,NA,NA
"61",265,0.073095081410886,0.00724637769322931,0.134814741687568,0.0740208625563075
"62",266,NA,NA,NA,NA
"63",267,NA,NA,NA,NA
"64",268,NA,NA,NA,NA
"65",269,NA,NA,NA,NA
"66",270,NA,NA,NA,NA
"67",271,0.0912252033140931,0.0893916019772111,0.139168713801712,0.0984332056298182
"68",272,0.145237495082286,0.0570479277736766,0.0790255530206466,0.13054769272926
"69",273,NA,NA,NA,NA
"70",274,0.245859537627214,0.2358996044143,0.183019135197003,0.315707548595628
"71",275,0.0789296348134759,0.114495300063866,0.169912904020671,0.102637040497896
"72",276,0.141111159310516,0.042239322078075,0.0916628003058401,0.0662408713704408
"73",277,NA,NA,NA,NA
"74",278,NA,NA,NA,NA
"75",281,0.188511984565218,0.126957274788345,0.231204527206223,0.150585329509578
"76",282,0.0910731414039492,0.0280670436982994,0.182466154902856,0.349544458152158
"77",283,NA,NA,NA,NA
"78",284,0.0392196666744634,0.0307135483794931,0.121661218754678,0.0765257942150229
"79",285,NA,NA,NA,NA
"80",286,0.147596876994862,0.038180258062466,0.24841556746186,0.0698405719815374
"81",402,0.119523646991559,0.0737995240037418,0.14854206261849,0.0628346924518186
"82",404,0.169610059607536,0.184715346179427,0.25860767271211,0.212120598348916
"83",406,0.0715418434544672,0.0249550811345464,0.1933797288138,0.03934509633688
"84",408,NA,NA,NA,NA
"85",410,0.158263502079935,0.200478486423629,0.0954446875044778,0.115450896809945
"86",412,0.0909314318541163,0.0459021494923519,0.190939531059558,0.0644932364820929
"87",414,0.119241445272304,0.0856927510642863,0.0976679339459204,0.132555564318365
"88",416,0.0835218656578232,0.163994371003963,0.259917906693255,0.183568813715004
"89",418,0.0244702383081486,0.0160681384019067,0.207509686854855,0.237741926488741
"90",420,0.153931997223488,0.0877261525797002,0.21998034133027,0.170159241745354
"91",422,0.15784112318718,0.061936493919889,0.0828486617436538,0.105493230365567
"92",424,0.0952886861313388,0.0902543499646491,0.178340412904011,0.134344612044411
"93",426,0.121297130833977,0.0617549466456415,0.0764832652263686,0.0725021285194676
"94",428,0.346081967155774,0.167355913139137,0.199834560783739,0.108675845023348
"95",430,NA,NA,NA,NA
"96",434,NA,NA,NA,NA
"97",436,0.1106049114469,0.0932673525182301,0.21722507721988,0.197865415668131
"98",438,NA,NA,NA,NA
"99",440,NA,NA,NA,NA
"100",442,NA,NA,NA,NA
"101",444,0.108167729292189,0.178698763840124,0.169429635028063,0.172276156478147
"102",446,0.136267663931304,0.152198274186624,0.20819986801605,0.152248099125914
"103",448,0.0166199515229914,0.00834884415524446,0.226868326309595,0.197226257494675
"104",450,NA,NA,NA,NA
"105",452,0.078197993081097,0.0587208572026906,0.162106859001811,0.147715075926122
"106",454,0.0692574175390186,0.0345805986345826,0.229303176608619,0.16668466533587
"107",456,NA,NA,NA,NA
"108",458,0.0444601516926661,0.0727107480833257,0.289559056701094,0.19864429755259
"109",460,NA,NA,NA,NA
"110",462,0.130520995919131,0.180987686595309,0.132018665131144,0.250476617513667
"111",464,0.0413219110309424,0.0615385153836922,0.15346432718454,0.189146848989455
"112",466,NA,NA,NA,NA
"113",468,0.166388617612972,0.228799276874084,0.171929279260711,0.0962906045250568
"114",470,0.158095044374735,0.0706627112205756,0.0808414369559616,0.108377328580381
"115",472,NA,NA,NA,NA
"116",474,0.162970221418489,0.153941631199137,0.329075484633446,0.227889291675282
"117",476,0.0551206640292399,0.0789339098607496,0.124498927300632,0.0871047747201912
"118",478,0.0545440316485949,0.0567181035317626,0.0912228817749196,0.125952291580375
"119",480,0.118806120470263,0.0146949428488299,0.106452264005399,0.0470432977280913
"120",482,NA,NA,NA,NA
"121",484,0.124925972082671,0.0516946498223394,0.224277602367566,0.28464633951043
"122",486,NA,NA,NA,NA
"123",488,NA,NA,NA,NA
"124",490,NA,NA,NA,NA
"125",492,0.0698976752833948,0.0232528340279479,0.117737082593185,0.152439530779713
"126",494,0.0897866851365162,0.0749577309726011,0.134800999456293,0.0745658671727822
"127",496,NA,NA,NA,NA
"128",498,0.266143507658969,0.102921578291432,0.101292230481276,0.152277502058257
"129",500,NA,NA,NA,NA
"130",502,0.0589659851139073,0.11046693191496,0.165261795704499,0.103208329572534
"131",504,0.220618014071601,0.147563466278782,0.0927033649833258,0.163589926022678
"132",506,0.137914248372807,0.0550857258653077,0.264334530849476,0.125844903737304
"133",512,0.298009543044071,0.334836701602694,0.480138481587697,0.362028367090614
"134",514,NA,NA,NA,NA
"135",516,0.134996675746081,0.118900658343697,0.214109770685526,0.176896742479322
"136",518,0.0298245142694238,0.0228109031078325,0.0990945298261059,0.0853954520333244
"137",522,0.08662703058292,0.0799174349942963,0.0903580771436774,0.155911269867406
"138",524,NA,NA,NA,NA
"139",526,0.148806144826499,0.147579405468868,0.0889397006687491,0.118718554376593
"140",528,0.0903366487781858,0.149428785117833,0.0601346769892463,0.202430649041398
"141",530,0.177371295933952,0.128728930548742,0.109064612828454,0.142793587215111
"142",532,0.149976861637381,0.131723784976234,0.17043639444641,0.17612176310139
"143",534,NA,NA,NA,NA
"144",536,NA,NA,NA,NA
"145",538,NA,NA,NA,NA
"146",540,0.126206749559313,0.0367969927241223,0.0495136846900963,0.0992691957526463
"147",542,NA,NA,NA,NA
"148",544,0.106948371843994,0.159089439193701,0.232095806736561,0.237678177541116
"149",546,NA,NA,NA,NA
"150",548,0.124877481783474,0.0855509956279229,0.0660151952499544,0.0893204336204155
"151",550,NA,NA,NA,NA
"152",552,0.0325311071295118,0.161488508932086,0.146914661287747,0.271857700898541
"153",554,0.0580305094931109,0.145984570110464,0.071828496035137,0.26387308156642
"154",556,NA,NA,NA,NA
"155",562,0.305640173778681,0.0732597165130884,0.196040922498327,0.211532842757655
"156",564,NA,NA,NA,NA
"157",566,0.0492900738880248,0.0843634306108069,0.261947121680839,0.188839947344274
"158",568,0.173541661216533,0.155448172680083,0.255537796682203,0.18361948623906
"159",570,0.127341990098879,0.176569689030926,0.250208190772278,0.205633093031286
"160",572,0.34002654529863,0.142990173969437,0.0455843825943484,0.121424938798057
