"","ID","Stressed","Valance","Calmness","Energetic"
"1",1,0.0779491922691295,0.115106485715146,0.0662833980998347,0.123880284003201
"2",2,0.356817876754857,0.257708935652591,0.263918139706663,0.245322213532552
"3",3,0.171094879153424,0.119646217389645,0.0816034003776642,0.216877117640036
"4",4,0.0583947603666531,0.0725733937153885,0.0695995539898962,0.0999245644727662
"5",5,0.369496605438923,0.0890419114865088,0.0533430703608189,0.121018515916905
"6",6,0.11165185547534,0.146966527257687,0.15632717266642,0.132378684968536
"7",7,0.166392784204661,0.0910126076702109,0.113819002460261,0.0923174961978176
"8",8,0.200840637002999,0.14628072981544,0.26453022811838,0.176638369307575
"9",10,0.170827502265787,0.112150966928953,0.184170382446993,0.0330075082900413
"10",11,0.190040752019893,0.081386872459631,0.183060693822706,0.339818390270056
"11",12,0.0561683816563764,0.113491456552144,0.105202134085985,0.140964820701333
"12",14,0.0969097488168044,0.115835491471061,0.179270002286932,0.184323598019494
"13",15,0.0400471745558481,0.0306521722473414,0.136272648043587,0.117062978221774
"14",16,0.415329103966047,0.232721525742,0.369529160015253,0.282603177248426
"15",17,0.127967549540969,0.170142037703599,0.107756017354171,0.268724828224397
"16",18,0.101100064680833,0.0816892911383704,0.148826894182255,0.170499051769396
"17",19,0.264070036214389,0.0826129019894419,0.0792010346721476,0.182776576379982
"18",20,0.315451142588335,0.111420929799865,0.131514731928293,0.102022634913061
"19",21,0.24035494228196,0.0660195746443771,0.124421242602116,0.0995149945570185
"20",22,0.123465309983157,0.12032208958645,0.0715205901140795,0.248430425785007
"21",23,0.0690877720061261,0.0772219627162969,0.0591551551227467,0.0483481196395562
"22",24,0.080977899171395,0.195722325178281,0.199835287224035,0.127916259720478
"23",25,0.204683642219044,0.122386795481719,0.167212800892468,0.150929163153178
"24",26,0.0713083893913516,0.100208938826806,0.0674603524825057,0.217871902082922
"25",28,0.156762594177957,0.0955336524668229,0.105387801678284,0.160035731030551
"26",29,0.147191787210504,0.243283385284642,0.306913677693835,0.258615587740226
"27",30,0.0875533826903689,0.093249858043155,0.0627927398036757,0.117425950993572
"28",31,0.133320990876996,0.13346119647712,0.154893078968175,0.28602487484144
"29",32,0.271711506114548,0.0700793802414692,0.0674532892903459,0.200451465752165
"30",33,0.158439823620349,0.122656414640446,0.234352848149083,0.081096644047171
"31",34,0.188779945597824,0.118250964245398,0.208540524268093,0.257829379581191
"32",35,0.122612220090133,0.216123119154753,0.173893243589059,0.279354587668286
"33",36,0.129908775739431,0.0820551376127777,0.079712533267606,0.177360776119724
"34",37,0.080696844533821,0.0417307544188953,0.0917122993769523,0.0885193058312913
"35",38,0.195639470887185,0.161042290177988,0.0805638027189606,0.175303633138683
"36",39,0.162583586225511,0.0612250268443315,0.136590451082628,0.245770174305532
"37",40,0.18836777042002,0.18434103532657,0.170728515440578,0.181923660012794
"38",41,0.0648274417832209,0.101494866621596,0.0661412438440344,0.168701831479911
"39",42,0.283525379534099,0.16775153778669,0.244105300331308,0.0991667715333696
"40",43,0.272319565378593,0.114272554443115,0.12254079517986,0.177347447270812
"41",44,0.15438540387176,0.0890287851125801,0.123181541288477,0.269209313936586
"42",46,0.0664826489257403,0.07037416963947,0.0794905790901793,0.229452022166408
"43",47,0.310587408094728,0.201462305523577,0.181494908908259,0.240065577345809
"44",48,0.234093106002388,0.0729210339878522,0.0964503893496138,0.128585777246829
"45",49,0.155984816195147,0.070095631480728,0.256428431247942,0.20045122594135
"46",51,0.196059237206471,0.178472772664048,0.233165715138165,0.173772080484971
"47",52,0.0614357864185026,0.227610366836102,0.24349209589459,0.225850784348259
"48",53,0.13055677385456,0.164804522469233,0.150300483206196,0.179942375395171
"49",54,0.142241757815553,0.0956144939548433,0.0879755597841616,0.154063685903779
"50",55,0.089111453012364,0.144439778901569,0.234381679416988,0.295474519927321
"51",56,0.0217097299602937,0.014236675749203,0.0177298483063698,0.156898033699162
"52",57,0.144081942044756,0.176549641155235,0.161352836125978,0.110494176178114
"53",58,0.0909257613238085,0.0447771534844722,0.14426361469378,0.0848227373080946
"54",59,0.0910595836756016,0.164047050586008,0.206821493733765,0.215977287794244
"55",60,0.134190590277561,0.118894108882573,0.16063807167307,0.0793649008177274
"56",61,0.0863269753967857,0.0512586814998981,0.0623890719332065,0.212595348914147
"57",62,0.277794877216167,0.0734485177577877,0.111190542329306,0.114260406844182
"58",64,0.215709436677569,0.278171054919532,0.210321728917924,0.133310274853567
"59",66,0.175766043795123,0.094195820090422,0.0366972846841785,0.211964152604339
"60",67,0.202286484659576,0.169010371690572,0.0636420407042979,0.160597288499957
"61",68,0.0684682883877535,0.0499359285128427,0.102584146653195,0.169991333722292
"62",69,0.0988157731267009,0.0640868694508052,0.0609082861805669,0.13564347909977
"63",70,0.0401427852526373,0.0723249574757963,0.121316332603552,0.125427323212352
"64",71,0.11807387999575,0.12776254488902,0.11867984491532,0.317397896728003
"65",72,0.0797186945853504,0.0667663896130194,0.0621318148070106,0.161169331231394
"66",74,0.212166748860271,0.110100500051774,0.109807507978866,0.118179813649398
"67",75,0.0185523687196795,0.115011345646787,0.141492539658231,0.105115177322731
"68",76,0.130419830915567,0.0427923537016645,0.103339146991043,0.156126515971511
"69",77,0.0906115763040004,0.104995895204779,0.0787872721241298,0.173585732726511
"70",78,0.162684535869157,0.172867794507558,0.179742433457468,0.41710831701322
"71",79,0.142014835276622,0.0807677422967849,0.0936402825476114,0.243474032901323
"72",80,0.239457091753751,0.128018248586232,0.0637841356190214,0.114766904353613
"73",81,0.330631734840324,0.148046389321807,0.0573901766551235,0.220687667635656
"74",82,0.0588571744333175,0.120358107622999,0.142912393009689,0.204032162936971
"75",83,0.211669541120785,0.110104979834367,0.155123719584088,0.0991584430214371
"76",84,0.174188496394548,0.136239674947764,0.0767436781952566,0.117041511545648
"77",85,0.265539154762722,0.210899427905055,0.191395939080684,0.136188476427953
"78",86,0.125764285691963,0.279075206998318,0.357068361416904,0.204130658123943
"79",87,0.192806438184088,0.209942914969535,0.169244061330994,0.0288344007715562
"80",88,0.139696027090306,0.219350240361972,0.182632293435036,0.122424109056083
"81",89,0.257401639860335,0.268007337879762,0.235945637530213,0.205001503233611
"82",90,0.149714743709538,0.151331369924017,0.163574107135561,0.185319596894407
"83",91,0.209588860679079,0.221594354496146,0.222845463010425,0.1314396714073
"84",93,0.155978624511509,0.151235356202645,0.174230350799939,0.205304280710345
"85",94,0.0503548444428344,0.0449728786880433,0.0660823453769525,0.186167444687898
"86",95,0.18194876123724,0.192241866856282,0.252121325080514,0.284942710506619
"87",96,0.136332914885247,0.205184737700418,0.238365855148802,0.235429880750391
"88",97,0.11402907484212,0.0670862642769185,0.142345427834147,0.310545418832894
"89",98,0.265541493595652,0.179437422814586,0.163739355439962,0.125996446539367
"90",99,0.0682443900245188,0.0938939414889297,0.0619217012163105,0.113962749841313
"91",100,0.138320181583655,0.133512469022143,0.105639183004687,0.348242346355865
"92",101,0.214657878929358,0.0147077603602548,0.0274994441151008,0.149842417607869
"93",102,0.0978378525194297,0.126802323824117,0.0503947369504546,0.246034697421665
"94",103,0.166814554151971,0.0835559238107907,0.0842665654351524,0.133727551253768
"95",104,NA,NA,NA,NA
