"","ID","Afraid","Active","Alert","Nervous","Attentive","Determined","Hostile","Inspired","Ashamed","Upset"
"1",1,0.113045182597337,0.043346181546084,0.0891264693115243,0.104824903504573,0.10657794446324,0.179297617096779,0.0106878019207464,0.094164759760958,0.218802775242133,0.184812894002646
"2",2,0.00363258997831835,0.000607214197377304,0.00690286987533484,0.0228845555848778,0.00668437063124871,0.00477242497300811,0.00175554824475969,0.00979920720271121,0.00852790881396209,0.0092962998586425
"3",3,0.0704569089861314,0.34824697439582,0.367656048644889,0.0855683288114188,0.292772338213895,0.338441010709996,0.220909238760139,0.221101881197461,0.048309671414216,0.0851118076475692
"4",4,0.117735052932694,0.0850307571918387,0.0602467107202471,0.166822367588463,0.022910191897726,0.0243659132614567,0.139677093055408,0.124486065333328,0.0446100082428248,0.0829901367682385
"5",5,0.172715032589356,0.0754676105727128,0.109012763163922,0.124830006827613,0.0996583243547794,0.153988056753742,0.130049813390778,0.14948566010537,0.280165390218337,0.232966744974961
"6",6,0.346991332832478,0.301911459820235,0.242131322825673,0.266048006867737,0.333748338501793,0.360632407158133,0.332197947053836,0.186838160868578,0.308521790844519,0.366421714510483
"7",9,0.283180423440502,0.159143103555497,0.246721543861381,0.209537573279033,0.207223855091476,0.21313610071446,0.294363397574583,0.158360684322957,0.105232333301353,0.245882234366507
"8",10,0.0530296482120481,0.224593292995182,0.164206625330523,0.0752750373050922,0.174186567794568,0.1933532055453,0.11812636626123,0.262323140556791,0.111054271116686,0.116617357016647
"9",11,0.0550815054121542,10.52223309906,0.436118906703036,0.948073950545071,4.61112227590175,2.95382362600427,2.5688165008998,10.2839258207276,0.877745992072871,3.02061997149039
"10",12,0.0472990246696439,0.136668152187525,0.10100168007479,0.104956896851097,0.096818631868476,0.112816215047762,0.101702516908817,0.104371966216593,0.0584072855391027,0.1118098468608
"11",13,0.236555025180306,0.44336398433514,0.139899895029369,0.512753971214155,0.226122218273515,0.322106791872786,0.451630502469132,0.441676241443758,0.0900777327285363,0.332638434953465
"12",14,0.212539844632578,0.248425551057705,0.264437138578856,0.262839828790838,0.214046311711839,0.2027562700065,0,0.179405327432029,0,0.43367617651253
"13",15,0.0118291543095385,0.131843495789213,0.13559600903111,0.070092230312865,0.148171873381421,0.13598236769544,0.00972842885262462,0.130668642077971,0,0.0220378678232205
"14",16,0.0648987344318458,0.186974020064512,0.201641750487739,0.188084850021195,0.214127320975947,0.167584839071378,0.113392172225243,0.205022928944024,0.0170121316932161,0.199968443769614
"15",17,0.329517771049746,0.180222848639015,0.276941552947188,0.25236942031302,0.236551701823047,0.225536724799426,0.0994406764214554,0.175174137842654,0.327383975943806,0.301747702846315
"16",18,0.241867073284463,0.235696716899089,0.258915634566058,0.208576420761183,0.255426477071917,0.30168655399616,0.234084807159074,0.317039733423311,0.223505119563501,0.20073011437555
"17",19,0.0383553470211661,0.160451012907619,0.130381973018555,0.130958601046607,0.108180466754071,0.136567836122818,0.114036513582006,0.0902465197101856,0.100344117346755,0.225431754862378
"18",20,0.206959411333816,0.177125694702901,0.156397758328928,0.202050995950259,0.200915319256584,0.242931515717115,0.150819807451842,0.271239326145246,0.136834286326145,0.23565037721077
"19",21,0.171724097294554,0.192659324783895,0.187056048898778,0.215117664640605,0.198292241013332,0.223649314973675,0.0616309151274622,0.141694398656182,0.157022592924439,0.216791823790761
"20",22,0.153169762591958,0.133284307467581,0.118855035717671,0.199460588465097,0.0647410633010269,0.0734454700078112,0.145255273809311,0.0949844579686577,0.167797844146358,0.213454246166136
"21",23,0.228041074542633,0.214986532111192,0.246317685480008,0.237877820548972,0.231107466183867,0.208739153135292,0.210277880248882,0.199356353436104,0.240791635076313,0.31775368938981
"22",24,0,0.164569446808056,0.140735968914625,0.102190237122626,0.165125983028781,0.10867940825777,0,0.0704310915875042,0.0534629826228355,0.0255328173990829
"23",26,0.10091156108438,0.372109338859737,0.0907793469439907,0.13758959306301,0.332721802089262,0.350087288698781,0.0715969357163851,0.377989475105844,0.044394224388191,0.159677186098946
