"","ID","Nervous","Downhearted","Distressed","Happy","Relaxed","Content"
"1",1,0.239173181927795,0.0495865215342314,0.0669118971626689,0.177329803139036,0.213706091705214,0.185347667689473
"2",2,0.253268164777094,0.400425915065537,0.274869571891699,0.364814590533726,0.668220801283979,0.487013782815539
"3",3,0.262101160375322,0.176105424716104,0.187546505679095,0.10673029412414,0.134579246019068,0.16273920284053
"4",4,0.107938118231699,0.00676548799539666,0.0042132115467395,0.08637941526647,0.0765929686546554,0.108734453688197
"5",5,0.0169282737203583,0.0530893275252938,0.0484316587445913,0.0907307189977431,0.185542375792286,0.10224682566376
"6",6,0.0899436849449026,0.14363063302541,0.142297186885412,0.169369485586034,0.119349848355309,0.158275228109453
"7",7,0.223747206261883,0.259856881419487,0.137819201092379,0.251810512450019,0.173253816038512,0.243445932216871
"8",8,0.170044711180635,0.192624160088231,0.183151190816726,0.101958361985568,0.170997225211326,0.152702583229532
"9",9,0.354890126683821,0.278167635885014,0.341046943845988,0.325058780025822,0.232447914508225,0.266705456682833
"10",10,0.0588599948156321,0.204706555700581,0.147496157379221,0.221448576774581,0.230435870635837,0.180610404044059
"11",11,0.13963954375196,0.205584703384546,0.121327885990039,0.100761588592361,0.125194899248302,0.0634505970656851
"12",12,0.332746493060597,0.31051737754784,0.316616437355256,0.292448360278847,0.251931019466124,0.16668153751869
"13",13,0.265608392840504,0.345271049945385,0.359239616435341,0.298128802343486,0.32369013295918,0.260453898727495
"14",14,0.291580354661424,0.265701316989217,0.286134872977598,0.125717426701309,0.173848036294306,0.177474819531267
"15",15,0.246032235431865,0.263027559479861,0.249771104642191,0.216265082135545,0.210256871760999,0.220948482031911
"16",16,0.181587990243943,0.163274309087815,0.149915254326245,0.164041018023723,0.133136232341835,0.130686602023312
"17",17,0.114657654198546,0.101478992713525,0.232584214436111,0.205265532262181,0.269235309429775,0.222389036253539
"18",18,0.183345270375107,0.131249085049797,0.109296710092799,0.123245498047792,0.168666261785703,0.124198091619844
"19",19,0.217816881582966,0.159705722640674,0.140340175081285,0.0931110792133693,0.136934938551836,0.211213837800244
"20",20,0.192477663033416,0.160768449627179,0.150430831144987,0.133023951419837,0.186959400157076,0.121785845844374
"21",21,0.234862545510336,0.214486565926654,0.300261814414279,0.174936592903887,0.211164329509521,0.171162218170892
"22",22,0.12808791282889,0.171849890548564,0.192361129729483,0.141455540045924,0.213843727988896,0.231610087913014
"23",23,0.0206891258427471,0.320940433291131,0.128242101058166,0.418156234587265,0.296078562127375,0.282990121425918
"24",24,0.168924532690591,0.113133298590008,0.110785130843466,0.176481233126685,0.120312808623708,0.0899864462288263
"25",25,0.0969562471390575,0,0.0484602724705883,0.149211697266433,0.249120443816138,0.186270644992081
"26",26,0.298953022086182,0.149445395437971,0.237946470679717,0.1521822914156,0.23939482207365,0.128296516911711
"27",27,0.2291432017542,0.117593412964829,0.210997285439604,0.334052804434911,0.171165297762069,0.18614732200849
"28",28,0.0865354865891966,0.153021495380327,0.114312487757336,0.148148956782524,0.205225938622434,0.126515397846562
"29",29,0.157076131278127,0.214047538696327,0.191695643732945,0.236722762593766,0.304050950431295,0.292632666958151
"30",30,0.110112146053063,0.125287179234492,0.189628120765974,0.0719457226270673,0.124751352697183,0.112777106839682
"31",31,0.192024586083793,0.123160241121565,0.184920353790217,0.213410722521956,0.289021700202646,0.19882002158355
"32",32,0.1650822893734,0.145954743565027,0.263883009603189,0.152151835374203,0.110497368683038,0.134199516772546
"33",33,0.234423414093228,0.22795690005444,0.152520031884195,0.162349293167113,0.139564751240749,0.154747210419479
"34",34,0.282216596680458,0.310794133986658,0.161891913115225,0.161969625468047,0.134247645244364,0.195925337029777
"35",35,0.176040867283376,0.122718984233893,0.207353602128612,0.199921628728671,0.266230400359453,0.228860513795063
"36",36,0.155009672894603,0.266650632622473,0.271164993326816,0.126803652587898,0.171921920668014,0.122770291362424
"37",37,0.0941300612457751,0.0804490776550497,0.0715977387601484,0.105956849531701,0.119989591470744,0.108661493859786
